,State,Year,Quarter,Pincode,Transaction_count,Transaction_amount,Transaction_type
3264,Kerala,2020,1,682042,359054,622312023.1,TOTAL
3265,Kerala,2020,1,673032,341861,721176207.1,TOTAL
3266,Kerala,2020,1,682036,227320,470520766.2,TOTAL
3267,Kerala,2020,1,686001,220877,506120170.9,TOTAL
3268,Kerala,2020,1,682024,117801,164795922.5,TOTAL
3269,Kerala,2020,1,695581,111524,133843168.6,TOTAL
3270,Kerala,2020,2,682016,1783976,4560849554,TOTAL
3271,Kerala,2020,2,680001,380483,1000017283,TOTAL
3272,Kerala,2020,2,682003,255872,614649926.2,TOTAL
3273,Kerala,2020,2,695001,242530,577245769.8,TOTAL
3274,Kerala,2020,2,682036,194815,457541254.4,TOTAL
3275,Kerala,2020,2,673032,188347,455019619.7,TOTAL
3276,Kerala,2020,2,686001,141765,390990529.1,TOTAL
3277,Kerala,2020,2,682042,125297,205983157.9,TOTAL
3278,Kerala,2020,2,676504,118227,266272942.5,TOTAL
3279,Kerala,2020,2,682038,73188,141011603.5,TOTAL
3280,Kerala,2020,3,682016,1781390,4453697067,TOTAL
3281,Kerala,2020,3,682003,640704,1612014284,TOTAL
3282,Kerala,2020,3,680001,508929,1502501616,TOTAL
3283,Kerala,2020,3,673032,276784,665919817.8,TOTAL
3284,Kerala,2020,3,676504,260256,652353313.7,TOTAL
3285,Kerala,2020,3,686001,210014,593347550.8,TOTAL
3286,Kerala,2020,3,691001,175285,426945129.9,TOTAL
3287,Kerala,2020,3,682042,165204,218212462.7,TOTAL
3288,Kerala,2020,3,695001,162293,376286363.9,TOTAL
3289,Kerala,2020,3,682024,124208,175719166.4,TOTAL
3290,Kerala,2020,4,682016,1782552,3715184494,TOTAL
3291,Kerala,2020,4,682003,661831,1417045188,TOTAL
3292,Kerala,2020,4,680001,522431,1353324496,TOTAL
3293,Kerala,2020,4,673032,345569,653148567.8,TOTAL
3294,Kerala,2020,4,682042,318495,335094355.1,TOTAL
3295,Kerala,2020,4,682024,295043,344493499.7,TOTAL
3296,Kerala,2020,4,676504,288515,588994551.5,TOTAL
3297,Kerala,2020,4,682025,243156,281190848.1,TOTAL
3298,Kerala,2020,4,695001,242334,473317381.2,TOTAL
3299,Kerala,2020,4,682020,228127,288083489.2,TOTAL
3300,Kerala,2021,1,682016,4083761,6009560475,TOTAL
3301,Kerala,2021,1,682003,1444566,2261928517,TOTAL
3302,Kerala,2021,1,680001,1204345,2308949162,TOTAL
3303,Kerala,2021,1,676504,716927,1059483084,TOTAL
3304,Kerala,2021,1,673032,700942,1059786487,TOTAL
3305,Kerala,2021,1,686001,445178,778875578.6,TOTAL
3306,Kerala,2021,1,695001,426500,788333934.2,TOTAL
3307,Kerala,2021,1,682042,397188,406369035.1,TOTAL
3308,Kerala,2021,1,682024,380649,397157582.8,TOTAL
3309,Kerala,2021,1,691001,351230,655067359,TOTAL
3310,Kerala,2021,2,682016,5021464,6942814063,TOTAL
3311,Kerala,2021,2,682003,1734880,2526827007,TOTAL
3312,Kerala,2021,2,680001,1450332,2634779335,TOTAL
3313,Kerala,2021,2,676504,797106,1132559461,TOTAL
3314,Kerala,2021,2,673032,719086,1159489239,TOTAL
3315,Kerala,2021,2,686001,558513,942365129.9,TOTAL
3316,Kerala,2021,2,695001,464554,948105256.7,TOTAL
3317,Kerala,2021,2,691001,394496,744530500.8,TOTAL
3318,Kerala,2021,2,682042,364155,375682651.4,TOTAL
3319,Kerala,2021,2,682036,306976,405113745.2,TOTAL
3320,Kerala,2021,3,682016,6568348,9071786450,TOTAL
3321,Kerala,2021,3,682003,2217365,3251612770,TOTAL
3322,Kerala,2021,3,680001,1836735,3335249297,TOTAL
3323,Kerala,2021,3,676504,1078881,1506288095,TOTAL
3324,Kerala,2021,3,673032,1078867,1708928758,TOTAL
3325,Kerala,2021,3,686001,680014,1177241028,TOTAL
3326,Kerala,2021,3,695001,631261,1256822408,TOTAL
3327,Kerala,2021,3,682042,512638,525900402.7,TOTAL
3328,Kerala,2021,3,691001,508345,1029996245,TOTAL
3329,Kerala,2021,3,682024,447797,486601759.1,TOTAL
3330,Kerala,2021,4,682016,8930087,11255618548,TOTAL
3331,Kerala,2021,4,682003,2715548,3744658867,TOTAL
3332,Kerala,2021,4,680001,2199213,3766168323,TOTAL
3333,Kerala,2021,4,676504,1341706,1697783536,TOTAL
3334,Kerala,2021,4,673032,1273522,1911121015,TOTAL
3335,Kerala,2021,4,686001,832169,1380578481,TOTAL
3336,Kerala,2021,4,695001,782037,1476373897,TOTAL
3337,Kerala,2021,4,682042,691491,679531756.5,TOTAL
3338,Kerala,2021,4,691001,622328,1310012684,TOTAL
3339,Kerala,2021,4,682024,620902,641748823.1,TOTAL
3340,Kerala,2022,1,682016,10668279,13096227727,TOTAL
3341,Kerala,2022,1,682003,3301409,4429522356,TOTAL
3342,Kerala,2022,1,680001,2665641,4519430337,TOTAL
3343,Kerala,2022,1,676504,1593062,1955707696,TOTAL
3344,Kerala,2022,1,673032,1344633,2002683742,TOTAL
3345,Kerala,2022,1,686001,963050,1567012323,TOTAL
3346,Kerala,2022,1,695001,908269,1693134508,TOTAL
3347,Kerala,2022,1,691001,826505,1847627074,TOTAL
3348,Kerala,2022,1,682042,771918,759319663.5,TOTAL
3349,Kerala,2022,1,682024,678548,664616770.9,TOTAL
3350,Kerala,2022,2,682016,11390739,13722939472,TOTAL
3351,Kerala,2022,2,682003,3622092,4805305310,TOTAL
3352,Kerala,2022,2,680001,3244043,5413950596,TOTAL
3353,Kerala,2022,2,676504,1814600,2163377399,TOTAL
3354,Kerala,2022,2,673032,1524291,2190726657,TOTAL
3355,Kerala,2022,2,691001,1135098,2536084632,TOTAL
3356,Kerala,2022,2,695001,1038601,1921227555,TOTAL
3357,Kerala,2022,2,686001,984522,1616960749,TOTAL
3358,Kerala,2022,2,682042,861613,830945898.6,TOTAL
3359,Kerala,2022,2,682024,755024,780067399.6,TOTAL
3360,Kerala,2022,3,682036,7957281,8882654529,TOTAL
3361,Kerala,2022,3,682507,6910583,8367756475,TOTAL
3362,Kerala,2022,3,695001,3499068,4575183661,TOTAL
3363,Kerala,2022,3,680001,2995750,4099707372,TOTAL
3364,Kerala,2022,3,691001,2214879,3098616481,TOTAL
3365,Kerala,2022,3,686004,1897865,2442229813,TOTAL
3366,Kerala,2022,3,682016,1712502,2107780839,TOTAL
3367,Kerala,2022,3,676517,1234319,1617429171,TOTAL
3368,Kerala,2022,3,688012,1032141,1149920056,TOTAL
3369,Kerala,2022,3,682024,1006763,1042240370,TOTAL
3370,Kerala,2022,4,682507,14935118,17212516875,TOTAL
3371,Kerala,2022,4,680001,6143263,7259678577,TOTAL
3372,Kerala,2022,4,682036,4799046,5241017648,TOTAL
3373,Kerala,2022,4,695001,2750149,3555910885,TOTAL
3374,Kerala,2022,4,676517,2211184,2729911479,TOTAL
3375,Kerala,2022,4,686004,2038003,2649881461,TOTAL
3376,Kerala,2022,4,691001,1720848,2349449286,TOTAL
3377,Kerala,2022,4,688012,1254680,1420437736,TOTAL
3378,Kerala,2022,4,678001,1180594,1633522648,TOTAL
3379,Kerala,2022,4,682024,1174630,1176204700,TOTAL
3380,Ladakh,2018,1,194104,2020,3828955.007,TOTAL
3381,Ladakh,2018,1,194101,1308,2687004.141,TOTAL
3382,Ladakh,2018,1,194107,907,1172438.267,TOTAL
3383,Ladakh,2018,1,194201,453,730331.7606,TOTAL
3384,Ladakh,2018,1,194703,343,784034.4342,TOTAL
3385,Ladakh,2018,1,194105,285,372502.5086,TOTAL
3386,Ladakh,2018,1,194103,270,1458140.402,TOTAL
3387,Ladakh,2018,1,194102,214,392108.3711,TOTAL
3388,Ladakh,2018,1,194109,125,422287.5185,TOTAL
3389,Ladakh,2018,1,194106,98,215194.1678,TOTAL
3390,Ladakh,2018,2,194104,3729,8309267.261,TOTAL
3391,Ladakh,2018,2,194101,3139,10904079.13,TOTAL
3392,Ladakh,2018,2,194107,2134,7552290.204,TOTAL
3393,Ladakh,2018,2,194201,1555,4664125.295,TOTAL
3394,Ladakh,2018,2,194102,1128,4752049.046,TOTAL
3395,Ladakh,2018,2,194103,918,3310614.596,TOTAL
3396,Ladakh,2018,2,194703,888,2718526.771,TOTAL
3397,Ladakh,2018,2,194105,827,2883469.175,TOTAL
3398,Ladakh,2018,2,194109,276,501323.5272,TOTAL
3399,Ladakh,2018,2,194401,204,1090861.432,TOTAL
3400,Ladakh,2018,3,194104,5788,17149541.92,TOTAL
3401,Ladakh,2018,3,194101,5432,19310453.11,TOTAL
3402,Ladakh,2018,3,194107,3831,13059921.36,TOTAL
3403,Ladakh,2018,3,194201,2473,8488742.36,TOTAL
3404,Ladakh,2018,3,194102,1768,6866676.271,TOTAL
3405,Ladakh,2018,3,194103,1439,4467492.065,TOTAL
3406,Ladakh,2018,3,194105,1439,2723488.393,TOTAL
3407,Ladakh,2018,3,194703,1238,5352984.615,TOTAL
3408,Ladakh,2018,3,194106,883,4038015.8,TOTAL
3409,Ladakh,2018,3,194401,285,1775235.113,TOTAL
3410,Ladakh,2018,4,194104,9100,32131162.6,TOTAL
3411,Ladakh,2018,4,194101,6526,23776399.25,TOTAL
3412,Ladakh,2018,4,194107,5228,21335611.27,TOTAL
3413,Ladakh,2018,4,194201,3905,16456855.18,TOTAL
3414,Ladakh,2018,4,194103,2115,7315736.67,TOTAL
3415,Ladakh,2018,4,194105,2051,7670728.189,TOTAL
3416,Ladakh,2018,4,194703,1965,9248371.782,TOTAL
3417,Ladakh,2018,4,194102,1799,6137851.004,TOTAL
3418,Ladakh,2018,4,194106,1181,5266777.984,TOTAL
3419,Ladakh,2018,4,194401,693,3798802.389,TOTAL
3420,Ladakh,2019,1,194104,12861,37420302.93,TOTAL
3421,Ladakh,2019,1,194101,8237,27117055.58,TOTAL
3422,Ladakh,2019,1,194107,6588,22466686.4,TOTAL
3423,Ladakh,2019,1,194201,5019,17060651.13,TOTAL
3424,Ladakh,2019,1,194105,2632,7337898.632,TOTAL
3425,Ladakh,2019,1,194103,2503,8164147.919,TOTAL
3426,Ladakh,2019,1,194102,2041,7680518.29,TOTAL
3427,Ladakh,2019,1,194703,1885,8137333.01,TOTAL
3428,Ladakh,2019,1,194106,1541,4488942.049,TOTAL
3429,Ladakh,2019,1,194401,1370,6217803.825,TOTAL
3430,Ladakh,2019,2,194104,17735,63295020.36,TOTAL
3431,Ladakh,2019,2,194101,14988,56876989.83,TOTAL
3432,Ladakh,2019,2,194201,7906,28898155.14,TOTAL
3433,Ladakh,2019,2,194107,6499,24856852.82,TOTAL
3434,Ladakh,2019,2,194102,4231,15822043.83,TOTAL
3435,Ladakh,2019,2,194103,3828,15210861.51,TOTAL
3436,Ladakh,2019,2,194105,3074,10966869.64,TOTAL
3437,Ladakh,2019,2,194703,2941,10821285.39,TOTAL
3438,Ladakh,2019,2,194401,2568,13012100.06,TOTAL
3439,Ladakh,2019,2,194106,2228,7407619.437,TOTAL
3440,Ladakh,2019,3,194104,23502,77525803.44,TOTAL
3441,Ladakh,2019,3,194101,22448,87032254.93,TOTAL
3442,Ladakh,2019,3,194201,13706,46090802.92,TOTAL
3443,Ladakh,2019,3,194107,8879,29420436.35,TOTAL
3444,Ladakh,2019,3,194401,4366,21531295.99,TOTAL
3445,Ladakh,2019,3,194102,4213,14724824.54,TOTAL
3446,Ladakh,2019,3,194103,3540,13317912.31,TOTAL
3447,Ladakh,2019,3,194106,3475,12437364.82,TOTAL
3448,Ladakh,2019,3,194105,2414,7630850,TOTAL
3449,Ladakh,2019,3,194703,2183,8856068.892,TOTAL
3450,Ladakh,2019,4,194104,25677,93804173.45,TOTAL
3451,Ladakh,2019,4,194101,19933,73175814.13,TOTAL
3452,Ladakh,2019,4,194201,12715,46549944.53,TOTAL
3453,Ladakh,2019,4,194107,8728,34212482.95,TOTAL
3454,Ladakh,2019,4,194401,5372,23507363.89,TOTAL
3455,Ladakh,2019,4,194106,4376,18102525.17,TOTAL
3456,Ladakh,2019,4,,2014,10098656.17,TOTAL
3457,Ladakh,2019,4,194103,1521,7432483.439,TOTAL
3458,Ladakh,2019,4,194109,1035,4422891.101,TOTAL
3459,Ladakh,2019,4,194102,903,4245135.134,TOTAL
3460,Ladakh,2020,1,194104,30289,94929393.76,TOTAL
3461,Ladakh,2020,1,194101,22693,75287768.74,TOTAL
3462,Ladakh,2020,1,194201,13298,46293557.96,TOTAL
3463,Ladakh,2020,1,194107,10562,35975794,TOTAL
3464,Ladakh,2020,1,194103,6375,18421217.78,TOTAL
3465,Ladakh,2020,1,194401,6291,23314389.37,TOTAL
3466,Ladakh,2020,1,194106,5017,17311696.6,TOTAL
3467,Ladakh,2020,1,194703,4869,15014498.56,TOTAL
3468,Ladakh,2020,1,194102,4520,13380518.83,TOTAL
3469,Ladakh,2020,1,194105,4084,12257718.47,TOTAL
3470,Ladakh,2020,2,194104,38688,129402815.1,TOTAL
3471,Ladakh,2020,2,194101,27753,94716572.93,TOTAL
3472,Ladakh,2020,2,194201,17285,55812009.5,TOTAL
3473,Ladakh,2020,2,194107,13133,43976698.09,TOTAL
3474,Ladakh,2020,2,194103,9288,32883827.75,TOTAL
3475,Ladakh,2020,2,194401,8670,33734198.39,TOTAL
3476,Ladakh,2020,2,194102,8264,30947937.29,TOTAL
3477,Ladakh,2020,2,194105,7237,21165123.92,TOTAL
3478,Ladakh,2020,2,194703,7031,23692276.12,TOTAL
3479,Ladakh,2020,2,194106,5244,17771134.59,TOTAL
3480,Ladakh,2020,3,194104,53009,195759175.2,TOTAL
3481,Ladakh,2020,3,194101,36318,125762209.1,TOTAL
3482,Ladakh,2020,3,194201,33208,131788417.3,TOTAL
3483,Ladakh,2020,3,194107,21812,80911251.92,TOTAL
3484,Ladakh,2020,3,194102,13177,50193271.97,TOTAL
3485,Ladakh,2020,3,194103,13164,48682989.3,TOTAL
3486,Ladakh,2020,3,194401,11567,51535510.96,TOTAL
3487,Ladakh,2020,3,194105,9087,31090704.29,TOTAL
3488,Ladakh,2020,3,194106,8926,29595203.92,TOTAL
3489,Ladakh,2020,3,194703,8098,28106789.56,TOTAL
3490,Ladakh,2020,4,194104,79598,265446627.7,TOTAL
3491,Ladakh,2020,4,194101,53569,186455975.8,TOTAL
3492,Ladakh,2020,4,194201,40398,145874101,TOTAL
3493,Ladakh,2020,4,194107,28650,101994102.2,TOTAL
3494,Ladakh,2020,4,194103,19884,63335720.98,TOTAL
3495,Ladakh,2020,4,194401,19253,76107254.4,TOTAL
3496,Ladakh,2020,4,194102,17941,61946061.19,TOTAL
3497,Ladakh,2020,4,194106,13802,37001878.33,TOTAL
3498,Ladakh,2020,4,,13717,36711603.92,TOTAL
3499,Ladakh,2020,4,194703,12137,41598849.49,TOTAL
3500,Ladakh,2021,1,194104,69922,253778842.7,TOTAL
3501,Ladakh,2021,1,194101,52241,188584751,TOTAL
3502,Ladakh,2021,1,194201,32349,131455088.8,TOTAL
3503,Ladakh,2021,1,194107,20479,75239570.33,TOTAL
3504,Ladakh,2021,1,194401,20189,78630023.24,TOTAL
3505,Ladakh,2021,1,194103,17261,50249657.87,TOTAL
3506,Ladakh,2021,1,194102,11397,36877688.48,TOTAL
3507,Ladakh,2021,1,194703,9665,35542116.59,TOTAL
3508,Ladakh,2021,1,194106,9664,29369812.54,TOTAL
3509,Ladakh,2021,1,194105,9247,30460098.46,TOTAL
3510,Ladakh,2021,2,194104,97554,344092221.3,TOTAL
3511,Ladakh,2021,2,194101,82253,290945382.7,TOTAL
3512,Ladakh,2021,2,194201,46730,184021708.6,TOTAL
3513,Ladakh,2021,2,194107,27961,104196961.2,TOTAL
3514,Ladakh,2021,2,194401,27469,110348436.7,TOTAL
3515,Ladakh,2021,2,194103,23768,73062107.07,TOTAL
3516,Ladakh,2021,2,194102,23109,81915521.25,TOTAL
3517,Ladakh,2021,2,194105,15290,45575936.58,TOTAL
3518,Ladakh,2021,2,194106,13320,43934602.8,TOTAL
3519,Ladakh,2021,2,194703,11776,37349775.98,TOTAL
3520,Ladakh,2021,3,194101,158592,609875579.8,TOTAL
3521,Ladakh,2021,3,194104,134590,453246271.9,TOTAL
3522,Ladakh,2021,3,194201,64437,269863008.4,TOTAL
3523,Ladakh,2021,3,194401,37043,160850348.1,TOTAL
3524,Ladakh,2021,3,194103,34363,122408757.8,TOTAL
3525,Ladakh,2021,3,194102,33291,125474392.1,TOTAL
3526,Ladakh,2021,3,194107,33031,130954308,TOTAL
3527,Ladakh,2021,3,194105,21767,68952692.58,TOTAL
3528,Ladakh,2021,3,194106,17972,58698289.91,TOTAL
3529,Ladakh,2021,3,194703,16103,57215433.31,TOTAL
3530,Ladakh,2021,4,194104,152915,482150693.8,TOTAL
3531,Ladakh,2021,4,194101,145867,501529595.9,TOTAL
3532,Ladakh,2021,4,194201,74027,274189707,TOTAL
3533,Ladakh,2021,4,194401,43146,168530928.9,TOTAL
3534,Ladakh,2021,4,194107,38000,139391735.7,TOTAL
3535,Ladakh,2021,4,194103,36689,112442870.8,TOTAL
3536,Ladakh,2021,4,194102,31783,110979297.2,TOTAL
3537,Ladakh,2021,4,194105,22207,67216234.07,TOTAL
3538,Ladakh,2021,4,194703,21830,68873210.48,TOTAL
3539,Ladakh,2021,4,194106,17704,56842594.13,TOTAL
3540,Ladakh,2022,1,194104,154272,472737561.2,TOTAL
3541,Ladakh,2022,1,194101,134589,426307081.7,TOTAL
3542,Ladakh,2022,1,194201,76974,270445428.8,TOTAL
3543,Ladakh,2022,1,194107,45153,152808140.2,TOTAL
3544,Ladakh,2022,1,194401,42114,144670505.4,TOTAL
3545,Ladakh,2022,1,194103,34785,93196976.43,TOTAL
3546,Ladakh,2022,1,194102,26314,89483823.81,TOTAL
3547,Ladakh,2022,1,194703,23787,73704446.77,TOTAL
3548,Ladakh,2022,1,194105,23335,68121513.1,TOTAL
3549,Ladakh,2022,1,194106,17551,56686258.25,TOTAL
3550,Ladakh,2022,2,194101,295744,953619671.9,TOTAL
3551,Ladakh,2022,2,194104,235834,687142377.4,TOTAL
3552,Ladakh,2022,2,194201,122174,422676434.2,TOTAL
3553,Ladakh,2022,2,194107,78094,237866441.4,TOTAL
3554,Ladakh,2022,2,194401,77048,302237005,TOTAL
3555,Ladakh,2022,2,194103,64923,179793577.1,TOTAL
3556,Ladakh,2022,2,194102,49473,160062924.9,TOTAL
3557,Ladakh,2022,2,194105,39622,106171675.1,TOTAL
3558,Ladakh,2022,2,194703,35267,99427375.08,TOTAL
3559,Ladakh,2022,2,194404,31848,150765059.1,TOTAL
3560,Ladakh,2022,3,194101,320558,987012441.2,TOTAL
3561,Ladakh,2022,3,194104,252253,692400225.3,TOTAL
3562,Ladakh,2022,3,194201,138865,447577780.6,TOTAL
3563,Ladakh,2022,3,194401,78063,282694980.3,TOTAL
3564,Ladakh,2022,3,194103,67676,172870643.5,TOTAL
3565,Ladakh,2022,3,194107,66414,194962643.2,TOTAL
3566,Ladakh,2022,3,194102,58100,163338681.5,TOTAL
3567,Ladakh,2022,3,194404,44884,212368409.1,TOTAL
3568,Ladakh,2022,3,194105,40480,105748434.4,TOTAL
3569,Ladakh,2022,3,194703,33746,90353822.99,TOTAL
3570,Ladakh,2022,4,194104,253102,634954359.6,TOTAL
3571,Ladakh,2022,4,194101,242758,650642182.7,TOTAL
3572,Ladakh,2022,4,194201,128329,361948632.4,TOTAL
3573,Ladakh,2022,4,194401,73153,227090234.8,TOTAL
3574,Ladakh,2022,4,194103,62642,136252415.7,TOTAL
3575,Ladakh,2022,4,194102,55644,138011380.5,TOTAL
3576,Ladakh,2022,4,194107,54757,143326775.2,TOTAL
3577,Ladakh,2022,4,194404,50950,195859048.5,TOTAL
3578,Ladakh,2022,4,194105,41674,98531402.32,TOTAL
3579,Ladakh,2022,4,194703,34085,90457957.4,TOTAL
3580,Lakshadweep,2018,1,682551,455,1185781.984,TOTAL
3581,Lakshadweep,2018,1,682557,126,306892.6264,TOTAL
3582,Lakshadweep,2018,1,682555,112,315190.9631,TOTAL
3583,Lakshadweep,2018,1,682556,36,65846.34124,TOTAL
3584,Lakshadweep,2018,1,682559,30,50800.07325,TOTAL
3585,Lakshadweep,2018,1,682558,17,4038.940558,TOTAL
3586,Lakshadweep,2018,1,682552,2,60.25276276,TOTAL
3587,Lakshadweep,2018,2,682551,1424,3906194.94,TOTAL
3588,Lakshadweep,2018,2,682555,296,1089183.539,TOTAL
3589,Lakshadweep,2018,2,682557,195,510331.3791,TOTAL
3590,Lakshadweep,2018,2,682559,110,383860.1559,TOTAL
3591,Lakshadweep,2018,2,682552,53,209750.5848,TOTAL
3592,Lakshadweep,2018,2,682556,39,69725.95548,TOTAL
3593,Lakshadweep,2018,2,682554,8,3622.765628,TOTAL
3594,Lakshadweep,2018,2,682558,7,15140.21913,TOTAL
3595,Lakshadweep,2018,3,682551,698,1556188.166,TOTAL
3596,Lakshadweep,2018,3,682555,412,1291876.154,TOTAL
3597,Lakshadweep,2018,3,682557,190,516103.4758,TOTAL
3598,Lakshadweep,2018,3,682552,159,477561.3107,TOTAL
3599,Lakshadweep,2018,3,682559,97,309504.5524,TOTAL
3600,Lakshadweep,2018,3,682556,69,80265.42555,TOTAL
3601,Lakshadweep,2018,3,682558,66,97766.19756,TOTAL
3602,Lakshadweep,2018,3,682554,12,9767.03011,TOTAL
3603,Lakshadweep,2018,4,682555,759,2004526.445,TOTAL
3604,Lakshadweep,2018,4,682557,301,1111395.752,TOTAL
3605,Lakshadweep,2018,4,682551,186,445814.1112,TOTAL
3606,Lakshadweep,2018,4,682559,143,278949.5883,TOTAL
3607,Lakshadweep,2018,4,682552,118,416078.0738,TOTAL
3608,Lakshadweep,2018,4,682556,108,152911.935,TOTAL
3609,Lakshadweep,2018,4,682558,23,40153.84243,TOTAL
3610,Lakshadweep,2018,4,682554,4,13383.95061,TOTAL
3611,Lakshadweep,2019,1,682555,1321,4054159.611,TOTAL
3612,Lakshadweep,2019,1,682557,428,2021015.4,TOTAL
3613,Lakshadweep,2019,1,682551,203,634895.5736,TOTAL
3614,Lakshadweep,2019,1,682559,193,1293390.674,TOTAL
3615,Lakshadweep,2019,1,682552,150,446817.8959,TOTAL
3616,Lakshadweep,2019,1,682556,109,148186.4126,TOTAL
3617,Lakshadweep,2019,1,682558,58,147707.0572,TOTAL
3618,Lakshadweep,2019,1,682554,19,39957.85402,TOTAL
3619,Lakshadweep,2019,2,682555,1542,4690793.317,TOTAL
3620,Lakshadweep,2019,2,682557,431,1833526.162,TOTAL
3621,Lakshadweep,2019,2,682551,394,1113924.978,TOTAL
3622,Lakshadweep,2019,2,682559,192,863634.7924,TOTAL
3623,Lakshadweep,2019,2,682552,182,434050.6261,TOTAL
3624,Lakshadweep,2019,2,682556,135,200339.9666,TOTAL
3625,Lakshadweep,2019,2,682558,45,104411.7303,TOTAL
3626,Lakshadweep,2019,2,682554,5,1842.564664,TOTAL
3627,Lakshadweep,2019,3,682555,1659,3773089.635,TOTAL
3628,Lakshadweep,2019,3,682551,530,1708192.871,TOTAL
3629,Lakshadweep,2019,3,682557,464,2476541.08,TOTAL
3630,Lakshadweep,2019,3,682556,153,349198.5725,TOTAL
3631,Lakshadweep,2019,3,682559,135,619859.9919,TOTAL
3632,Lakshadweep,2019,3,682552,134,669201.2041,TOTAL
3633,Lakshadweep,2019,3,682554,20,40429.1436,TOTAL
3634,Lakshadweep,2019,3,682558,9,15248.96558,TOTAL
3635,Lakshadweep,2019,4,682555,2171,6680517.435,TOTAL
3636,Lakshadweep,2019,4,682551,537,1342591.463,TOTAL
3637,Lakshadweep,2019,4,682557,351,1394351.372,TOTAL
3638,Lakshadweep,2019,4,682556,276,552216.6365,TOTAL
3639,Lakshadweep,2019,4,682554,209,546978.1303,TOTAL
3640,Lakshadweep,2019,4,682552,107,149457.2109,TOTAL
3641,Lakshadweep,2019,4,682559,100,597218.692,TOTAL
3642,Lakshadweep,2019,4,682558,14,6582.465747,TOTAL
3643,Lakshadweep,2020,1,682555,2725,7559822.515,TOTAL
3644,Lakshadweep,2020,1,682551,833,2364315.969,TOTAL
3645,Lakshadweep,2020,1,682557,457,1021265.98,TOTAL
3646,Lakshadweep,2020,1,682556,351,635104.0313,TOTAL
3647,Lakshadweep,2020,1,682552,331,495116.9137,TOTAL
3648,Lakshadweep,2020,1,682554,263,606714.8558,TOTAL
3649,Lakshadweep,2020,1,682559,168,739215.6096,TOTAL
3650,Lakshadweep,2020,1,682558,23,80812.70065,TOTAL
3651,Lakshadweep,2020,2,682555,3325,7916550.981,TOTAL
3652,Lakshadweep,2020,2,682551,1285,3554024.881,TOTAL
3653,Lakshadweep,2020,2,682557,982,2466847.432,TOTAL
3654,Lakshadweep,2020,2,682556,679,1345517.424,TOTAL
3655,Lakshadweep,2020,2,682552,356,438300.2289,TOTAL
3656,Lakshadweep,2020,2,682554,342,564449.4467,TOTAL
3657,Lakshadweep,2020,2,682559,218,584952.0322,TOTAL
3658,Lakshadweep,2020,2,682558,33,72279.65971,TOTAL
3659,Lakshadweep,2020,3,682555,3980,11206286.72,TOTAL
3660,Lakshadweep,2020,3,682551,1414,3573553.292,TOTAL
3661,Lakshadweep,2020,3,682556,1084,2342940.346,TOTAL
3662,Lakshadweep,2020,3,682557,877,1630108.201,TOTAL
3663,Lakshadweep,2020,3,682552,607,1241637.955,TOTAL
3664,Lakshadweep,2020,3,682559,333,767447.7299,TOTAL
3665,Lakshadweep,2020,3,682554,247,345676.0228,TOTAL
3666,Lakshadweep,2020,3,682558,47,199183.0384,TOTAL
3667,Lakshadweep,2020,4,682555,5080,15206028.24,TOTAL
3668,Lakshadweep,2020,4,682551,2482,5683642.707,TOTAL
3669,Lakshadweep,2020,4,682556,1189,2709723.884,TOTAL
3670,Lakshadweep,2020,4,682557,1135,2575732.313,TOTAL
3671,Lakshadweep,2020,4,682552,1110,2300070.963,TOTAL
3672,Lakshadweep,2020,4,682559,338,1025546.563,TOTAL
3673,Lakshadweep,2020,4,682554,230,382427.6476,TOTAL
3674,Lakshadweep,2020,4,682558,86,228145.6034,TOTAL
3675,Lakshadweep,2021,1,682555,4769,15007370.9,TOTAL
3676,Lakshadweep,2021,1,682551,1612,4299900.736,TOTAL
3677,Lakshadweep,2021,1,682557,794,1982132.239,TOTAL
3678,Lakshadweep,2021,1,682552,722,1950843.717,TOTAL
3679,Lakshadweep,2021,1,682556,563,1751644.554,TOTAL
3680,Lakshadweep,2021,1,682559,328,1260342.287,TOTAL
3681,Lakshadweep,2021,1,682554,252,572604.5362,TOTAL
3682,Lakshadweep,2021,1,682558,45,217943.9434,TOTAL
3683,Lakshadweep,2021,2,682555,5888,15074376.91,TOTAL
3684,Lakshadweep,2021,2,682551,2178,5290891.703,TOTAL
3685,Lakshadweep,2021,2,682552,993,1639413.325,TOTAL
3686,Lakshadweep,2021,2,682557,857,1730691.064,TOTAL
3687,Lakshadweep,2021,2,682556,587,1363040.398,TOTAL
3688,Lakshadweep,2021,2,682559,504,1291413.778,TOTAL
3689,Lakshadweep,2021,2,682554,339,740231.7659,TOTAL
3690,Lakshadweep,2021,2,682558,38,253404.7126,TOTAL
3691,Lakshadweep,2021,3,682555,6738,20058639.52,TOTAL
3692,Lakshadweep,2021,3,682551,2598,7159689.52,TOTAL
3693,Lakshadweep,2021,3,682556,964,2001813.217,TOTAL
3694,Lakshadweep,2021,3,682552,940,2135837.974,TOTAL
3695,Lakshadweep,2021,3,682557,771,3040393.868,TOTAL
3696,Lakshadweep,2021,3,682559,721,2942217.372,TOTAL
3697,Lakshadweep,2021,3,682554,591,1354959.715,TOTAL
3698,Lakshadweep,2021,3,682558,47,109612.5085,TOTAL
3699,Lakshadweep,2021,4,682555,7192,25481054.28,TOTAL
3700,Lakshadweep,2021,4,682551,3110,8944915.54,TOTAL
