,State,Year,Quarter,Pincode,Transaction_count,Transaction_amount,Transaction_type
1675,NCT of Delhi,2020,2,110044,1481070,1868445424,TOTAL
1676,NCT of Delhi,2020,2,110086,1425918,1945806083,TOTAL
1677,NCT of Delhi,2020,2,110084,1182392,1341676546,TOTAL
1678,NCT of Delhi,2020,2,110043,1097029,1679247772,TOTAL
1679,NCT of Delhi,2020,2,110042,1024179,1489023979,TOTAL
1680,NCT of Delhi,2020,3,110006,27731187,53768475791,TOTAL
1681,NCT of Delhi,2020,3,110001,11598940,25361403336,TOTAL
1682,NCT of Delhi,2020,3,110059,2674239,4417666366,TOTAL
1683,NCT of Delhi,2020,3,110092,2031141,3182611927,TOTAL
1684,NCT of Delhi,2020,3,110096,1923493,2318443412,TOTAL
1685,NCT of Delhi,2020,3,110044,1896683,2685180754,TOTAL
1686,NCT of Delhi,2020,3,110086,1744045,2969194473,TOTAL
1687,NCT of Delhi,2020,3,110085,1483956,2736097760,TOTAL
1688,NCT of Delhi,2020,3,110043,1396108,2434306758,TOTAL
1689,NCT of Delhi,2020,3,110084,1373338,1948942319,TOTAL
1690,NCT of Delhi,2020,4,110006,24969702,48831647275,TOTAL
1691,NCT of Delhi,2020,4,110001,11221269,23683912774,TOTAL
1692,NCT of Delhi,2020,4,110059,3799438,6329566157,TOTAL
1693,NCT of Delhi,2020,4,110092,3221230,4899618246,TOTAL
1694,NCT of Delhi,2020,4,110096,2718700,3438345040,TOTAL
1695,NCT of Delhi,2020,4,110044,2649861,3913817688,TOTAL
1696,NCT of Delhi,2020,4,110086,2341470,4223424733,TOTAL
1697,NCT of Delhi,2020,4,110085,2068385,3843461575,TOTAL
1698,NCT of Delhi,2020,4,110084,2050059,2865234908,TOTAL
1699,NCT of Delhi,2020,4,110043,1917099,3480992954,TOTAL
1700,NCT of Delhi,2021,1,110006,46104924,76683904356,TOTAL
1701,NCT of Delhi,2021,1,110001,22666307,39323613370,TOTAL
1702,NCT of Delhi,2021,1,110059,3737331,6348263610,TOTAL
1703,NCT of Delhi,2021,1,110092,3556986,5257050588,TOTAL
1704,NCT of Delhi,2021,1,110096,2839758,3612504308,TOTAL
1705,NCT of Delhi,2021,1,110044,2645743,3938469447,TOTAL
1706,NCT of Delhi,2021,1,110086,2287534,4240411611,TOTAL
1707,NCT of Delhi,2021,1,110084,2162372,2985492472,TOTAL
1708,NCT of Delhi,2021,1,110025,2149774,2920917417,TOTAL
1709,NCT of Delhi,2021,1,110085,2084799,3980312902,TOTAL
1710,NCT of Delhi,2021,2,110006,54888173,88849307062,TOTAL
1711,NCT of Delhi,2021,2,110001,27812030,47085593042,TOTAL
1712,NCT of Delhi,2021,2,110059,4052872,6828937674,TOTAL
1713,NCT of Delhi,2021,2,110092,3163351,4866794837,TOTAL
1714,NCT of Delhi,2021,2,110044,2832954,4116839483,TOTAL
1715,NCT of Delhi,2021,2,110096,2782115,3579728478,TOTAL
1716,NCT of Delhi,2021,2,110086,2638400,4600117753,TOTAL
1717,NCT of Delhi,2021,2,110084,2220724,3106104151,TOTAL
1718,NCT of Delhi,2021,2,110043,2144919,3831289083,TOTAL
1719,NCT of Delhi,2021,2,110094,2055104,4068426802,TOTAL
1720,NCT of Delhi,2021,3,110006,77515502,1.17512E+11,TOTAL
1721,NCT of Delhi,2021,3,110001,37098256,58772291725,TOTAL
1722,NCT of Delhi,2021,3,110059,5085859,8604119137,TOTAL
1723,NCT of Delhi,2021,3,110092,4717758,6986398684,TOTAL
1724,NCT of Delhi,2021,3,110044,3751590,5383137560,TOTAL
1725,NCT of Delhi,2021,3,110096,3708201,4715948101,TOTAL
1726,NCT of Delhi,2021,3,110086,3291024,5909926858,TOTAL
1727,NCT of Delhi,2021,3,110025,2992099,4083552201,TOTAL
1728,NCT of Delhi,2021,3,110084,2951800,4093050256,TOTAL
1729,NCT of Delhi,2021,3,110085,2936940,5522652836,TOTAL
1730,NCT of Delhi,2021,4,110006,96850347,1.52021E+11,TOTAL
1731,NCT of Delhi,2021,4,110001,45632512,75082085295,TOTAL
1732,NCT of Delhi,2021,4,110059,5943757,10518242489,TOTAL
1733,NCT of Delhi,2021,4,110092,5571112,8499318005,TOTAL
1734,NCT of Delhi,2021,4,110044,4462678,6696444242,TOTAL
1735,NCT of Delhi,2021,4,110096,4227391,5949257363,TOTAL
1736,NCT of Delhi,2021,4,110025,3961746,5551790404,TOTAL
1737,NCT of Delhi,2021,4,110086,3930362,7373955799,TOTAL
1738,NCT of Delhi,2021,4,110084,3455659,5003762511,TOTAL
1739,NCT of Delhi,2021,4,110085,3441469,6668420149,TOTAL
1740,NCT of Delhi,2022,1,110006,112708284,1.70855E+11,TOTAL
1741,NCT of Delhi,2022,1,110001,53611907,85366127463,TOTAL
1742,NCT of Delhi,2022,1,110059,6517564,11297429691,TOTAL
1743,NCT of Delhi,2022,1,110092,5941201,9009246553,TOTAL
1744,NCT of Delhi,2022,1,110044,4830269,7219702544,TOTAL
1745,NCT of Delhi,2022,1,110096,4584596,6478571783,TOTAL
1746,NCT of Delhi,2022,1,110025,4301886,5948489833,TOTAL
1747,NCT of Delhi,2022,1,110086,4286737,8020809205,TOTAL
1748,NCT of Delhi,2022,1,110084,3775690,5458246572,TOTAL
1749,NCT of Delhi,2022,1,110041,3769917,7362518722,TOTAL
1750,NCT of Delhi,2022,2,110006,139136098,2.0027E+11,TOTAL
1751,NCT of Delhi,2022,2,110001,66110858,99696334337,TOTAL
1752,NCT of Delhi,2022,2,110059,7911848,13229721981,TOTAL
1753,NCT of Delhi,2022,2,110092,7653561,10718218989,TOTAL
1754,NCT of Delhi,2022,2,110044,5867922,8271727767,TOTAL
1755,NCT of Delhi,2022,2,110096,5775974,7492470882,TOTAL
1756,NCT of Delhi,2022,2,110025,5619553,7230302953,TOTAL
1757,NCT of Delhi,2022,2,110086,5076095,9266499934,TOTAL
1758,NCT of Delhi,2022,2,110084,4608613,6338184325,TOTAL
1759,NCT of Delhi,2022,2,110085,4554877,8379282455,TOTAL
1760,NCT of Delhi,2022,3,110006,222465526,2.94133E+11,TOTAL
1761,NCT of Delhi,2022,3,110001,28526787,37616195388,TOTAL
1762,NCT of Delhi,2022,3,110011,8581845,11865281419,TOTAL
1763,NCT of Delhi,2022,3,110059,7992943,13036442355,TOTAL
1764,NCT of Delhi,2022,3,110092,7839965,10701975487,TOTAL
1765,NCT of Delhi,2022,3,110091,7698720,10627800098,TOTAL
1766,NCT of Delhi,2022,3,110041,6489117,11438042922,TOTAL
1767,NCT of Delhi,2022,3,110044,6061206,8284650031,TOTAL
1768,NCT of Delhi,2022,3,110096,5849855,7406065685,TOTAL
1769,NCT of Delhi,2022,3,110025,5742673,7179824597,TOTAL
1770,NCT of Delhi,2022,4,110006,258183697,3.49487E+11,TOTAL
1771,NCT of Delhi,2022,4,110001,20480539,26584239117,TOTAL
1772,NCT of Delhi,2022,4,110091,9548765,13433850052,TOTAL
1773,NCT of Delhi,2022,4,110059,8586883,14036923423,TOTAL
1774,NCT of Delhi,2022,4,110092,8283981,11402306753,TOTAL
1775,NCT of Delhi,2022,4,110025,6561517,7929218429,TOTAL
1776,NCT of Delhi,2022,4,110044,6470704,8894791105,TOTAL
1777,NCT of Delhi,2022,4,110041,6313451,11528807332,TOTAL
1778,NCT of Delhi,2022,4,110096,6216504,8186001224,TOTAL
1779,NCT of Delhi,2022,4,110086,5461785,9854330086,TOTAL
1780,Goa,2018,1,403401,9837,17568338.8,TOTAL
1781,Goa,2018,1,403722,9744,11322633.1,TOTAL
1782,Goa,2018,1,403001,9291,25097908.12,TOTAL
1783,Goa,2018,1,403516,8665,20955481.73,TOTAL
1784,Goa,2018,1,403601,7816,15253400.13,TOTAL
1785,Goa,2018,1,403802,5727,15622484.68,TOTAL
1786,Goa,2018,1,403507,5612,11326760.33,TOTAL
1787,Goa,2018,1,403521,5338,9688097.037,TOTAL
1788,Goa,2018,1,403005,4803,7997260.16,TOTAL
1789,Goa,2018,1,403804,4750,6591109.623,TOTAL
1790,Goa,2018,2,403001,14264,42305543.14,TOTAL
1791,Goa,2018,2,403722,14234,21311964.08,TOTAL
1792,Goa,2018,2,403401,12720,24033686.04,TOTAL
1793,Goa,2018,2,403601,12610,25616691.08,TOTAL
1794,Goa,2018,2,403516,11029,31197737.22,TOTAL
1795,Goa,2018,2,403802,8562,22358630.09,TOTAL
1796,Goa,2018,2,403507,8020,16272457.98,TOTAL
1797,Goa,2018,2,403521,7639,17220070.15,TOTAL
1798,Goa,2018,2,403804,6900,11804389.77,TOTAL
1799,Goa,2018,2,403005,5665,11613049.9,TOTAL
1800,Goa,2018,3,403722,22917,33996326.91,TOTAL
1801,Goa,2018,3,403001,22113,65175719.32,TOTAL
1802,Goa,2018,3,403601,17903,40436318.02,TOTAL
1803,Goa,2018,3,403401,16296,32348257.54,TOTAL
1804,Goa,2018,3,403516,14608,40797130.68,TOTAL
1805,Goa,2018,3,403521,11974,24385856.6,TOTAL
1806,Goa,2018,3,403507,11946,24276446.7,TOTAL
1807,Goa,2018,3,403802,11877,35494034.95,TOTAL
1808,Goa,2018,3,403710,10563,13827083.06,TOTAL
1809,Goa,2018,3,403804,8901,15925722.27,TOTAL
1810,Goa,2018,4,403722,35544,50505207.29,TOTAL
1811,Goa,2018,4,403001,32336,92617451.54,TOTAL
1812,Goa,2018,4,403516,28227,80392196.08,TOTAL
1813,Goa,2018,4,403601,26619,61260100.2,TOTAL
1814,Goa,2018,4,403401,25089,52196415.08,TOTAL
1815,Goa,2018,4,403521,18212,42707960.51,TOTAL
1816,Goa,2018,4,403507,17757,39324040.13,TOTAL
1817,Goa,2018,4,403802,16922,45556297.05,TOTAL
1818,Goa,2018,4,403710,14586,20619676.6,TOTAL
1819,Goa,2018,4,403515,12864,36191963.11,TOTAL
1820,Goa,2019,1,403722,52100,65683966.68,TOTAL
1821,Goa,2019,1,403516,49429,120568641,TOTAL
1822,Goa,2019,1,403001,48157,117126419.8,TOTAL
1823,Goa,2019,1,403601,40500,72041015.08,TOTAL
1824,Goa,2019,1,403401,34688,69409662.84,TOTAL
1825,Goa,2019,1,403507,25462,54691868.08,TOTAL
1826,Goa,2019,1,403521,24945,51936751.32,TOTAL
1827,Goa,2019,1,403802,23939,57966580.45,TOTAL
1828,Goa,2019,1,403710,19391,25831797.92,TOTAL
1829,Goa,2019,1,403515,18550,50212250.02,TOTAL
1830,Goa,2019,2,403516,57502,140158213.8,TOTAL
1831,Goa,2019,2,403001,50187,132034209.7,TOTAL
1832,Goa,2019,2,403722,46052,69733882.08,TOTAL
1833,Goa,2019,2,403601,44713,84650318.23,TOTAL
1834,Goa,2019,2,403401,35486,73280500.61,TOTAL
1835,Goa,2019,2,403802,26923,62896772.91,TOTAL
1836,Goa,2019,2,403521,26720,60016280.45,TOTAL
1837,Goa,2019,2,403507,26362,55923459.27,TOTAL
1838,Goa,2019,2,403005,22682,46886341.52,TOTAL
1839,Goa,2019,2,403515,19989,53445689.19,TOTAL
1840,Goa,2019,3,403001,76717,190634992.8,TOTAL
1841,Goa,2019,3,403516,72782,153953785.3,TOTAL
1842,Goa,2019,3,403601,65384,112165356.5,TOTAL
1843,Goa,2019,3,403722,58525,81441507.54,TOTAL
1844,Goa,2019,3,403401,53766,100238324.2,TOTAL
1845,Goa,2019,3,403521,43429,77069541.93,TOTAL
1846,Goa,2019,3,403507,39517,70585529.42,TOTAL
1847,Goa,2019,3,403802,38669,80096433.45,TOTAL
1848,Goa,2019,3,403515,27668,61086760.88,TOTAL
1849,Goa,2019,3,403005,27014,66619911.02,TOTAL
1850,Goa,2019,4,403516,135378,292464329.4,TOTAL
1851,Goa,2019,4,403001,106136,274328742.6,TOTAL
1852,Goa,2019,4,403601,82485,154011504.6,TOTAL
1853,Goa,2019,4,403722,69794,101338410.8,TOTAL
1854,Goa,2019,4,403401,67906,126015374,TOTAL
1855,Goa,2019,4,403521,62840,110927788.7,TOTAL
1856,Goa,2019,4,403507,55086,106950656.2,TOTAL
1857,Goa,2019,4,403802,47438,99171215.86,TOTAL
1858,Goa,2019,4,403515,45767,103157548.6,TOTAL
1859,Goa,2019,4,403509,44608,88622164.2,TOTAL
1860,Goa,2020,1,403516,191898,368233388,TOTAL
1861,Goa,2020,1,403001,181964,419066205,TOTAL
1862,Goa,2020,1,403601,92215,169975147.6,TOTAL
1863,Goa,2020,1,403401,87357,151470379,TOTAL
1864,Goa,2020,1,403722,77810,107097598.4,TOTAL
1865,Goa,2020,1,403521,74055,124787715.8,TOTAL
1866,Goa,2020,1,403507,66856,120959303.6,TOTAL
1867,Goa,2020,1,403515,59435,129517497,TOTAL
1868,Goa,2020,1,403509,59406,109711951.4,TOTAL
1869,Goa,2020,1,403802,58884,120845363.6,TOTAL
1870,Goa,2020,2,403001,104077,201722910.3,TOTAL
1871,Goa,2020,2,403401,82301,131689536.4,TOTAL
1872,Goa,2020,2,403601,81918,132438816.3,TOTAL
1873,Goa,2020,2,403722,74903,96657133,TOTAL
1874,Goa,2020,2,403802,61104,118807661.7,TOTAL
1875,Goa,2020,2,403507,59280,90142313.17,TOTAL
1876,Goa,2020,2,403521,53506,69189469.46,TOTAL
1877,Goa,2020,2,403710,42485,54164312.09,TOTAL
1878,Goa,2020,2,403512,37359,50467381.81,TOTAL
1879,Goa,2020,2,403516,36500,49911400.73,TOTAL
1880,Goa,2020,3,403001,290028,642201696.1,TOTAL
1881,Goa,2020,3,403601,108610,201400826.6,TOTAL
1882,Goa,2020,3,403401,102498,187564533.4,TOTAL
1883,Goa,2020,3,403722,98151,137838508.5,TOTAL
1884,Goa,2020,3,403802,82424,169072236.6,TOTAL
1885,Goa,2020,3,403507,72366,123686880.7,TOTAL
1886,Goa,2020,3,403521,55838,87669159.9,TOTAL
1887,Goa,2020,3,403710,49056,66953740.99,TOTAL
1888,Goa,2020,3,403801,47326,88705938.66,TOTAL
1889,Goa,2020,3,403512,39780,64358559.46,TOTAL
1890,Goa,2020,4,403001,442303,1003262763,TOTAL
1891,Goa,2020,4,403516,341199,647782223.5,TOTAL
1892,Goa,2020,4,403601,185424,336967381.8,TOTAL
1893,Goa,2020,4,403401,163622,298007827.7,TOTAL
1894,Goa,2020,4,403722,158787,207336070.8,TOTAL
1895,Goa,2020,4,403802,140557,255249103.4,TOTAL
1896,Goa,2020,4,403507,127715,227370371.4,TOTAL
1897,Goa,2020,4,403509,122477,216907309.7,TOTAL
1898,Goa,2020,4,403518,109287,204571207,TOTAL
1899,Goa,2020,4,403521,108192,198701199,TOTAL
1900,Goa,2021,1,403001,900379,1813311525,TOTAL
1901,Goa,2021,1,403516,608783,1124876182,TOTAL
1902,Goa,2021,1,403509,219443,342997313.3,TOTAL
1903,Goa,2021,1,403601,216236,392116727.1,TOTAL
1904,Goa,2021,1,403518,198518,343463927.7,TOTAL
1905,Goa,2021,1,403401,194115,355392238.3,TOTAL
1906,Goa,2021,1,403515,174697,370042392.8,TOTAL
1907,Goa,2021,1,403722,171177,217740794.9,TOTAL
1908,Goa,2021,1,403802,159496,283329944.4,TOTAL
1909,Goa,2021,1,403507,154751,292443367.6,TOTAL
1910,Goa,2021,2,403001,1001588,1763922716,TOTAL
1911,Goa,2021,2,403601,223522,384320497.4,TOTAL
1912,Goa,2021,2,403401,221939,398131964.4,TOTAL
1913,Goa,2021,2,403516,193862,342436816.4,TOTAL
1914,Goa,2021,2,403722,190515,229145844,TOTAL
1915,Goa,2021,2,403802,168897,286209153.5,TOTAL
1916,Goa,2021,2,403507,140659,261136158.8,TOTAL
1917,Goa,2021,2,403521,121990,201416435.3,TOTAL
1918,Goa,2021,2,403512,110023,182998990,TOTAL
1919,Goa,2021,2,403706,103193,169324337.5,TOTAL
1920,Goa,2021,3,403001,1269330,2044070749,TOTAL
1921,Goa,2021,3,403516,395262,638515757.9,TOTAL
1922,Goa,2021,3,403601,317882,555045295.2,TOTAL
1923,Goa,2021,3,403401,286827,512751065.3,TOTAL
1924,Goa,2021,3,403722,251178,289428213,TOTAL
1925,Goa,2021,3,403802,237796,371935773.5,TOTAL
1926,Goa,2021,3,403507,204635,367216100.2,TOTAL
1927,Goa,2021,3,403509,164288,246987777.7,TOTAL
1928,Goa,2021,3,403521,154967,238410595.4,TOTAL
1929,Goa,2021,3,403512,142394,230076995.4,TOTAL
1930,Goa,2021,4,403001,1935051,3497234195,TOTAL
1931,Goa,2021,4,403516,1192672,2016364161,TOTAL
1932,Goa,2021,4,403601,464535,800465316.3,TOTAL
1933,Goa,2021,4,403509,437149,679267238.6,TOTAL
1934,Goa,2021,4,403401,401455,707421144.6,TOTAL
1935,Goa,2021,4,403518,399671,642590923.3,TOTAL
1936,Goa,2021,4,403515,367244,714821614,TOTAL
1937,Goa,2021,4,403802,329794,511366456.2,TOTAL
1938,Goa,2021,4,403507,324042,563749463.5,TOTAL
1939,Goa,2021,4,403722,321484,375250791,TOTAL
1940,Goa,2022,1,403001,2218382,3849342161,TOTAL
1941,Goa,2022,1,403516,1184397,1857474634,TOTAL
1942,Goa,2022,1,403601,520482,871831234.5,TOTAL
1943,Goa,2022,1,403401,448371,779844720.1,TOTAL
1944,Goa,2022,1,403509,431325,631078591.1,TOTAL
1945,Goa,2022,1,403518,389844,583453717.6,TOTAL
1946,Goa,2022,1,403802,383586,579215263.8,TOTAL
1947,Goa,2022,1,403507,375607,633332980.3,TOTAL
1948,Goa,2022,1,403515,366783,668639001.1,TOTAL
1949,Goa,2022,1,403722,352413,387050031.8,TOTAL
1950,Goa,2022,2,403001,2800103,4813402074,TOTAL
1951,Goa,2022,2,403516,1439820,2301577602,TOTAL
1952,Goa,2022,2,403601,607869,1021676601,TOTAL
1953,Goa,2022,2,403401,507069,846827682.8,TOTAL
1954,Goa,2022,2,403518,478632,716800766.2,TOTAL
1955,Goa,2022,2,403802,451143,662134760.2,TOTAL
1956,Goa,2022,2,403509,447804,669655284.4,TOTAL
1957,Goa,2022,2,403507,428555,712951425.3,TOTAL
1958,Goa,2022,2,403722,417201,432896368.2,TOTAL
1959,Goa,2022,2,403515,416577,744458372.8,TOTAL
1960,Goa,2022,3,403001,1365759,2544949836,TOTAL
1961,Goa,2022,3,403516,1074672,1660765761,TOTAL
1962,Goa,2022,3,403802,845280,1075071143,TOTAL
1963,Goa,2022,3,403601,718426,1066730836,TOTAL
1964,Goa,2022,3,403401,551495,914585154.5,TOTAL
1965,Goa,2022,3,403722,451398,429256606.1,TOTAL
1966,Goa,2022,3,403509,443250,610242800.8,TOTAL
1967,Goa,2022,3,403507,422461,646755952.1,TOTAL
1968,Goa,2022,3,403518,374000,549619765.7,TOTAL
1969,Goa,2022,3,403521,365018,603704117.8,TOTAL
1970,Goa,2022,4,403516,1982311,2953947927,TOTAL
1971,Goa,2022,4,403001,1382900,2655630408,TOTAL
1972,Goa,2022,4,403802,1111346,1351437574,TOTAL
1973,Goa,2022,4,403401,731429,946991512.8,TOTAL
1974,Goa,2022,4,403509,719878,989478996.7,TOTAL
1975,Goa,2022,4,403601,719116,1147530118,TOTAL
1976,Goa,2022,4,403518,600002,882873127.8,TOTAL
1977,Goa,2022,4,403515,595491,1028478413,TOTAL
1978,Goa,2022,4,403507,540506,830155737.7,TOTAL
1979,Goa,2022,4,403722,487326,460166681.4,TOTAL
1980,Gujarat,2018,1,380018,423426,548596428.3,TOTAL
1981,Gujarat,2018,1,395006,162301,214720347.2,TOTAL
1982,Gujarat,2018,1,396427,97285,157954445.4,TOTAL
1983,Gujarat,2018,1,395010,86146,142239271.3,TOTAL
1984,Gujarat,2018,1,395004,78757,100474272,TOTAL
1985,Gujarat,2018,1,395003,66702,100596288.1,TOTAL
1986,Gujarat,2018,1,394210,66248,82245289.39,TOTAL
1987,Gujarat,2018,1,390001,56611,94766734.5,TOTAL
1988,Gujarat,2018,1,382350,55680,80257787.11,TOTAL
1989,Gujarat,2018,1,396191,47965,57243133.69,TOTAL
1990,Gujarat,2018,2,380018,463754,758307877.5,TOTAL
1991,Gujarat,2018,2,395006,209888,358374308.2,TOTAL
1992,Gujarat,2018,2,396427,113375,215785248.7,TOTAL
1993,Gujarat,2018,2,395010,113092,221120822.8,TOTAL
1994,Gujarat,2018,2,395004,102439,155559046,TOTAL
1995,Gujarat,2018,2,395003,89555,159215956.6,TOTAL
1996,Gujarat,2018,2,394210,87640,137096417.1,TOTAL
1997,Gujarat,2018,2,382350,72723,134999275.3,TOTAL
1998,Gujarat,2018,2,390001,69104,130748423.4,TOTAL
1999,Gujarat,2018,2,396191,62943,93492040.44,TOTAL
2000,Gujarat,2018,3,380018,573722,975939712,TOTAL
2001,Gujarat,2018,3,395006,341229,528128894.3,TOTAL
2002,Gujarat,2018,3,395010,164704,321229121.2,TOTAL
2003,Gujarat,2018,3,384265,160159,133759995.3,TOTAL
2004,Gujarat,2018,3,396427,148798,279902862,TOTAL
2005,Gujarat,2018,3,395004,132285,211659006.7,TOTAL
2006,Gujarat,2018,3,382350,127567,205675497.3,TOTAL
2007,Gujarat,2018,3,394210,119802,204135398.4,TOTAL
2008,Gujarat,2018,3,380006,117394,145133455.7,TOTAL
2009,Gujarat,2018,3,364002,113276,120633436.6,TOTAL
2010,Gujarat,2018,4,380018,643919,1173940659,TOTAL
2011,Gujarat,2018,4,395006,290080,585125926.2,TOTAL
2012,Gujarat,2018,4,380015,191363,233202833.5,TOTAL
2013,Gujarat,2018,4,395010,181745,420010935.7,TOTAL
2014,Gujarat,2018,4,396427,167118,336454142.7,TOTAL
2015,Gujarat,2018,4,394210,165510,290783624.6,TOTAL
2016,Gujarat,2018,4,380006,153060,180131636.1,TOTAL
2017,Gujarat,2018,4,395004,142927,270933949,TOTAL
2018,Gujarat,2018,4,380013,134136,198342421.5,TOTAL
2019,Gujarat,2018,4,382350,132479,241597813.1,TOTAL
2020,Gujarat,2019,1,380018,2317295,3602207468,TOTAL
2021,Gujarat,2019,1,396427,890893,1531665517,TOTAL
2022,Gujarat,2019,1,395006,443006,790759656.5,TOTAL
2023,Gujarat,2019,1,395010,267174,574170903.9,TOTAL
2024,Gujarat,2019,1,380015,266446,318287526.1,TOTAL
2025,Gujarat,2019,1,394210,246614,408334961,TOTAL
2026,Gujarat,2019,1,380006,236157,244252561.7,TOTAL
2027,Gujarat,2019,1,382170,227798,137427186.6,TOTAL
2028,Gujarat,2019,1,382350,218022,342251658.5,TOTAL
2029,Gujarat,2019,1,382721,214453,219548042.3,TOTAL
2030,Gujarat,2019,2,380018,6034737,10446888964,TOTAL
2031,Gujarat,2019,2,396427,2916057,5041854312,TOTAL
2032,Gujarat,2019,2,395006,414968,854364539.6,TOTAL
2033,Gujarat,2019,2,390001,371756,710427162.5,TOTAL
2034,Gujarat,2019,2,380015,310956,377611674.6,TOTAL
2035,Gujarat,2019,2,395010,269037,646042462,TOTAL
2036,Gujarat,2019,2,382350,250084,428354146.1,TOTAL
2037,Gujarat,2019,2,394210,233974,432171835.7,TOTAL
2038,Gujarat,2019,2,380013,232824,324425408,TOTAL
2039,Gujarat,2019,2,360001,226802,488659458.5,TOTAL
2040,Gujarat,2019,3,380018,5791776,11683489722,TOTAL
2041,Gujarat,2019,3,396427,2710512,5525461373,TOTAL
2042,Gujarat,2019,3,395006,571069,1020660014,TOTAL
2043,Gujarat,2019,3,382350,505956,578410997.8,TOTAL
2044,Gujarat,2019,3,380015,455273,513590650.9,TOTAL
2045,Gujarat,2019,3,395010,388138,760839791.5,TOTAL
2046,Gujarat,2019,3,380006,381862,367381983.5,TOTAL
2047,Gujarat,2019,3,390001,363966,724895033.5,TOTAL
2048,Gujarat,2019,3,380013,362107,449461796.7,TOTAL
2049,Gujarat,2019,3,384265,342874,237505556.9,TOTAL
2050,Gujarat,2019,4,380018,5745525,13811436405,TOTAL
2051,Gujarat,2019,4,396427,2626585,6276237298,TOTAL
2052,Gujarat,2019,4,380001,917461,1982009967,TOTAL
2053,Gujarat,2019,4,395006,552565,1165745707,TOTAL
2054,Gujarat,2019,4,380015,456655,603831544.2,TOTAL
2055,Gujarat,2019,4,382350,443472,723663765.6,TOTAL
2056,Gujarat,2019,4,395010,414070,969707102.8,TOTAL
2057,Gujarat,2019,4,390001,409081,911892156.7,TOTAL
2058,Gujarat,2019,4,394210,399705,691387341.6,TOTAL
2059,Gujarat,2019,4,380013,375531,544424446.3,TOTAL
2060,Gujarat,2020,1,380001,8107941,19966510984,TOTAL
2061,Gujarat,2020,1,395003,1402174,3734403307,TOTAL
2062,Gujarat,2020,1,395006,645971,1376735168,TOTAL
2063,Gujarat,2020,1,394210,482947,826191937.9,TOTAL
2064,Gujarat,2020,1,395010,467039,1104136614,TOTAL
2065,Gujarat,2020,1,382350,458474,805095627.7,TOTAL
2066,Gujarat,2020,1,380015,446819,613341505.7,TOTAL
2067,Gujarat,2020,1,390001,443684,1063446408,TOTAL
2068,Gujarat,2020,1,396191,437499,806573971.4,TOTAL
2069,Gujarat,2020,1,382481,401588,634964140.7,TOTAL
2070,Gujarat,2020,2,380001,8490730,21210698645,TOTAL
2071,Gujarat,2020,2,395003,1197439,2801531524,TOTAL
2072,Gujarat,2020,2,394210,491210,606798458.8,TOTAL
2073,Gujarat,2020,2,396191,389735,594630553.6,TOTAL
2074,Gujarat,2020,2,382350,357734,586144259.7,TOTAL
2075,Gujarat,2020,2,395006,352149,635866692.5,TOTAL
2076,Gujarat,2020,2,382345,350621,516910883.2,TOTAL
2077,Gujarat,2020,2,382481,345147,533416336.1,TOTAL
2078,Gujarat,2020,2,385535,327067,647032195.2,TOTAL
2079,Gujarat,2020,2,382415,323936,474684195.1,TOTAL
2080,Gujarat,2020,3,380001,9734185,23152428013,TOTAL
2081,Gujarat,2020,3,395003,1716356,4234790101,TOTAL
2082,Gujarat,2020,3,390001,627631,1424719678,TOTAL
2083,Gujarat,2020,3,382350,578686,1113711570,TOTAL
2084,Gujarat,2020,3,394210,550490,886152709.5,TOTAL
2085,Gujarat,2020,3,382481,524777,845606210.1,TOTAL
2086,Gujarat,2020,3,395006,510309,1172713512,TOTAL
2087,Gujarat,2020,3,382415,496061,936821603.6,TOTAL
2088,Gujarat,2020,3,396191,472523,822408153,TOTAL
2089,Gujarat,2020,3,382330,468060,764094963.4,TOTAL
2090,Gujarat,2020,4,380001,9350995,21416748947,TOTAL
2091,Gujarat,2020,4,395003,1883053,4437573256,TOTAL
2092,Gujarat,2020,4,395006,906415,2189038301,TOTAL
2093,Gujarat,2020,4,394210,873023,1552178295,TOTAL
2094,Gujarat,2020,4,395010,806607,2069118073,TOTAL
2095,Gujarat,2020,4,382350,767783,1609402842,TOTAL
2096,Gujarat,2020,4,396191,719120,1259192376,TOTAL
2097,Gujarat,2020,4,382481,701479,1196545944,TOTAL
2098,Gujarat,2020,4,390001,673078,1380721096,TOTAL
2099,Gujarat,2020,4,382415,647735,1327210544,TOTAL
2100,Gujarat,2021,1,380001,18692590,35260703527,TOTAL
2101,Gujarat,2021,1,395003,3574224,7507189908,TOTAL
2102,Gujarat,2021,1,390001,1309805,2380240592,TOTAL
2103,Gujarat,2021,1,395006,963950,2502491532,TOTAL
2104,Gujarat,2021,1,394210,950097,1802808594,TOTAL
2105,Gujarat,2021,1,395010,878617,2401387486,TOTAL
2106,Gujarat,2021,1,382350,815835,1752170004,TOTAL
2107,Gujarat,2021,1,396191,790429,1448287578,TOTAL
2108,Gujarat,2021,1,382481,775937,1349941436,TOTAL
2109,Gujarat,2021,1,380058,734115,1153029838,TOTAL
2110,Gujarat,2021,2,380001,24909165,44195604125,TOTAL
2111,Gujarat,2021,2,395003,4621785,9016187582,TOTAL
2112,Gujarat,2021,2,390001,1618101,2869957547,TOTAL
2113,Gujarat,2021,2,394210,1062648,1935669455,TOTAL
2114,Gujarat,2021,2,395006,1007064,2610546973,TOTAL
