State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
meghalaya,2020,1,Others,2329,2207471.061
meghalaya,2021,4,Peer-to-peer payments,669693,3233210262
meghalaya,2021,4,Recharge & bill payments,447310,165277548.5
meghalaya,2021,4,Merchant payments,314445,442464385
meghalaya,2021,4,Financial Services,1989,2464327.924
meghalaya,2021,4,Others,6756,5348877.037
meghalaya,2021,2,Recharge & bill payments,389959,129031455.7
meghalaya,2021,2,Peer-to-peer payments,366411,1885041504
meghalaya,2021,2,Merchant payments,147406,173894963
meghalaya,2021,2,Financial Services,1766,2306496.855
meghalaya,2021,2,Others,4052,3342835.527
meghalaya,2021,3,Peer-to-peer payments,473274,2348008593
meghalaya,2021,3,Recharge & bill payments,418429,144363692.8
meghalaya,2021,3,Merchant payments,199427,270311210.9
meghalaya,2021,3,Financial Services,1556,2379067.115
meghalaya,2021,3,Others,5045,3937887.554
meghalaya,2021,1,Peer-to-peer payments,326993,1794745857
meghalaya,2021,1,Recharge & bill payments,306634,106098525.7
meghalaya,2021,1,Merchant payments,108805,147747773
meghalaya,2021,1,Financial Services,1777,3981898.046
meghalaya,2021,1,Others,3437,2941223.95
meghalaya,2018,4,Recharge & bill payments,82962,18100891.64
meghalaya,2018,4,Peer-to-peer payments,58952,301941442.7
meghalaya,2018,4,Merchant payments,15768,14434314.19
meghalaya,2018,4,Financial Services,763,190875.1885
meghalaya,2018,4,Others,2687,2918155.28
meghalaya,2018,2,Recharge & bill payments,42625,9657896.165
meghalaya,2018,2,Peer-to-peer payments,19894,101140464.7
meghalaya,2018,2,Merchant payments,2929,3663446.436
meghalaya,2018,2,Financial Services,592,580648.3434
meghalaya,2018,2,Others,1817,1962212.235
meghalaya,2018,3,Recharge & bill payments,60625,14231601.45
meghalaya,2018,3,Peer-to-peer payments,40832,187460582.1
meghalaya,2018,3,Merchant payments,5802,5458930.689
meghalaya,2018,3,Financial Services,748,552674.5783
meghalaya,2018,3,Others,2283,2149872.756
meghalaya,2018,1,Recharge & bill payments,31857,6028476.149
meghalaya,2018,1,Peer-to-peer payments,13274,55943496.52
meghalaya,2018,1,Merchant payments,1605,2395888.44
meghalaya,2018,1,Financial Services,532,144318.2546
meghalaya,2018,1,Others,2303,1738080.431
meghalaya,2022,4,Peer-to-peer payments,1901671,7328913724
meghalaya,2022,4,Merchant payments,1334431,1381013597
meghalaya,2022,4,Recharge & bill payments,685678,278377945.4
meghalaya,2022,4,Financial Services,3544,3564357.12
meghalaya,2022,4,Others,7124,4671532.631
meghalaya,2022,2,Peer-to-peer payments,977816,4359000096
meghalaya,2022,2,Merchant payments,591364,714995836.6
meghalaya,2022,2,Recharge & bill payments,467745,200896879.7
meghalaya,2022,2,Financial Services,1880,2406087.095
meghalaya,2022,2,Others,5844,4192522.345
meghalaya,2022,3,Peer-to-peer payments,2050942,7796315454
meghalaya,2022,3,Merchant payments,1486098,1468318733
meghalaya,2022,3,Recharge & bill payments,810017,330230375.9
meghalaya,2022,3,Financial Services,3504,3106775.386
meghalaya,2022,3,Others,8604,5329459.166
meghalaya,2022,1,Peer-to-peer payments,801009,3899172009
meghalaya,2022,1,Recharge & bill payments,459530,192026788.6
meghalaya,2022,1,Merchant payments,405859,563004043.9
meghalaya,2022,1,Financial Services,2134,3019251.86
meghalaya,2022,1,Others,6218,5116238.236
meghalaya,2019,4,Recharge & bill payments,175084,43611775.03
meghalaya,2019,4,Peer-to-peer payments,163734,670870023.4
meghalaya,2019,4,Merchant payments,24430,25344714.51
meghalaya,2019,4,Financial Services,382,124511.6361
meghalaya,2019,4,Others,2351,2485447.193
meghalaya,2019,2,Recharge & bill payments,108812,27248605.43
meghalaya,2019,2,Peer-to-peer payments,97407,446537199.2
meghalaya,2019,2,Merchant payments,22588,15600927.01
meghalaya,2019,2,Financial Services,460,106800.7531
meghalaya,2019,2,Others,3019,3437756.745
meghalaya,2019,3,Recharge & bill payments,155949,38916251.42
meghalaya,2019,3,Peer-to-peer payments,116168,546221812.7
meghalaya,2019,3,Merchant payments,31201,23461321.89
meghalaya,2019,3,Financial Services,421,584192.9488
meghalaya,2019,3,Others,2811,3035023.204
meghalaya,2019,1,Recharge & bill payments,98817,23006751.8
meghalaya,2019,1,Peer-to-peer payments,90694,358932132.1
meghalaya,2019,1,Merchant payments,16073,14297275.23
meghalaya,2019,1,Financial Services,659,62335.06475
meghalaya,2019,1,Others,2498,2738667.958
telangana,2020,4,Peer-to-peer payments,160607487,5.91977E+11
telangana,2020,4,Merchant payments,143897953,81725950703
telangana,2020,4,Recharge & bill payments,38174710,22006183349
telangana,2020,4,Financial Services,230134,275357720
telangana,2020,4,Others,733503,366346176.4
telangana,2020,2,Peer-to-peer payments,76683293,2.79479E+11
telangana,2020,2,Merchant payments,44181999,26712043205
telangana,2020,2,Recharge & bill payments,30885875,15106945864
telangana,2020,2,Financial Services,116776,134169906.7
telangana,2020,2,Others,187200,100126467.2
telangana,2020,3,Peer-to-peer payments,116668399,4.37459E+11
telangana,2020,3,Merchant payments,86836471,49743225885
telangana,2020,3,Recharge & bill payments,32352860,18378477088
telangana,2020,3,Financial Services,195857,223377023.5
telangana,2020,3,Others,318539,156875854.6
telangana,2020,1,Peer-to-peer payments,95668911,3.27642E+11
telangana,2020,1,Merchant payments,76818285,31076431478
telangana,2020,1,Recharge & bill payments,26324268,12324266105
telangana,2020,1,Financial Services,88184,59500639.39
telangana,2020,1,Others,509877,241784101.5
telangana,2021,4,Merchant payments,376584215,2.12975E+11
telangana,2021,4,Peer-to-peer payments,331774591,1.20499E+12
telangana,2021,4,Recharge & bill payments,66477036,44760398983
telangana,2021,4,Financial Services,298871,392141743.7
telangana,2021,4,Others,855060,639658842.9
telangana,2021,2,Peer-to-peer payments,230861833,8.72152E+11
telangana,2021,2,Merchant payments,205232899,1.23208E+11
telangana,2021,2,Recharge & bill payments,58637866,31877277168
telangana,2021,2,Financial Services,278546,300569264.1
telangana,2021,2,Others,856400,420723415.9
telangana,2021,3,Merchant payments,286735350,1.59227E+11
telangana,2021,3,Peer-to-peer payments,271436926,9.81755E+11
telangana,2021,3,Recharge & bill payments,62744121,36434881136
telangana,2021,3,Financial Services,235519,329138539.5
telangana,2021,3,Others,1734852,543116826.3
telangana,2021,1,Merchant payments,185230619,95927278281
telangana,2021,1,Peer-to-peer payments,179738195,6.76276E+11
telangana,2021,1,Recharge & bill payments,46371555,26447601339
telangana,2021,1,Financial Services,262473,320153410.2
telangana,2021,1,Others,969268,387877900.5
telangana,2018,4,Peer-to-peer payments,15571288,44541667502
telangana,2018,4,Recharge & bill payments,7121135,2165870863
telangana,2018,4,Merchant payments,5315161,2356841305
telangana,2018,4,Financial Services,392423,64569231.24
telangana,2018,4,Others,521147,380139546.9
telangana,2018,2,Peer-to-peer payments,4784079,20748520743
telangana,2018,2,Recharge & bill payments,4686542,1274130054
telangana,2018,2,Merchant payments,701082,551696487.3
telangana,2018,2,Financial Services,277805,85498213.25
telangana,2018,2,Others,315162,357356020.7
telangana,2018,3,Peer-to-peer payments,11560952,29253505739
telangana,2018,3,Recharge & bill payments,5328881,1568136061
telangana,2018,3,Merchant payments,1770075,855534175.5
telangana,2018,3,Financial Services,307312,52554123.97
telangana,2018,3,Others,365483,300363110.8
telangana,2018,1,Recharge & bill payments,4209319,831912767.6
telangana,2018,1,Peer-to-peer payments,3307245,11748268951
telangana,2018,1,Merchant payments,351474,282899066.6
telangana,2018,1,Financial Services,262876,57011875.36
telangana,2018,1,Others,391852,388111458.2
telangana,2022,4,Merchant payments,1002521735,4.91556E+11
telangana,2022,4,Peer-to-peer payments,694612831,2.39338E+12
telangana,2022,4,Recharge & bill payments,121188131,92136759501
telangana,2022,4,Financial Services,401838,498719426
telangana,2022,4,Others,782297,680680558.3
telangana,2022,2,Merchant payments,565370506,3.07468E+11
telangana,2022,2,Peer-to-peer payments,422056582,1.58001E+12
telangana,2022,2,Recharge & bill payments,75099130,63136761649
telangana,2022,2,Financial Services,245023,324857780.6
telangana,2022,2,Others,611316,470432687.4
telangana,2022,3,Merchant payments,880414292,4.47151E+11
telangana,2022,3,Peer-to-peer payments,626830752,2.17017E+12
telangana,2022,3,Recharge & bill payments,119779835,87937210666
telangana,2022,3,Financial Services,340458,442783619.1
telangana,2022,3,Others,800064,621900924.4
telangana,2022,1,Merchant payments,449186799,2.43842E+11
telangana,2022,1,Peer-to-peer payments,368048408,1.37529E+12
telangana,2022,1,Recharge & bill payments,66352138,50470450180
telangana,2022,1,Financial Services,284035,394283511.9
telangana,2022,1,Others,2582005,642005688.8
telangana,2019,4,Peer-to-peer payments,82587060,2.49347E+11
telangana,2019,4,Merchant payments,59347809,21510626607
telangana,2019,4,Recharge & bill payments,20797056,9561315125
telangana,2019,4,Financial Services,137291,33453857.4
telangana,2019,4,Others,703042,294688962.7
telangana,2019,2,Peer-to-peer payments,46741594,1.41096E+11
telangana,2019,2,Merchant payments,25682382,8442740781
telangana,2019,2,Recharge & bill payments,16225017,5603477829
telangana,2019,2,Financial Services,252173,43627344.86
telangana,2019,2,Others,709213,490894328.4
telangana,2019,3,Peer-to-peer payments,59981113,1.80343E+11
telangana,2019,3,Merchant payments,44035953,14308557741
telangana,2019,3,Recharge & bill payments,16437222,6793699069
telangana,2019,3,Financial Services,183163,39617186.74
telangana,2019,3,Others,857925,445278745.4
telangana,2019,1,Peer-to-peer payments,40488967,87361237975
telangana,2019,1,Merchant payments,12341901,4144368546
telangana,2019,1,Recharge & bill payments,11525394,3619117615
telangana,2019,1,Financial Services,463688,54547989.28
telangana,2019,1,Others,470752,343989909.9
lakshadweep,2020,4,Recharge & bill payments,5187,1499298.113
lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.25
lakshadweep,2020,4,Merchant payments,1668,1227101.638
lakshadweep,2020,4,Financial Services,22,13968.754
lakshadweep,2020,4,Others,32,86826.16676
lakshadweep,2020,2,Recharge & bill payments,4497,1061694.139
lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.19
lakshadweep,2020,2,Merchant payments,472,971609.4584
lakshadweep,2020,2,Financial Services,60,158593.597
lakshadweep,2020,2,Others,15,32419.70309
lakshadweep,2020,3,Recharge & bill payments,4696,1186947.554
lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.62
lakshadweep,2020,3,Merchant payments,903,842981.1695
lakshadweep,2020,3,Financial Services,27,45457.5097
lakshadweep,2020,3,Others,17,42055.45695
lakshadweep,2020,1,Recharge & bill payments,2684,789255.2646
lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.26
lakshadweep,2020,1,Merchant payments,387,216594.0308
lakshadweep,2020,1,Others,12,33192.01728
lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86
lakshadweep,2021,4,Recharge & bill payments,5355,2093901.292
lakshadweep,2021,4,Merchant payments,2872,4071239.087
lakshadweep,2021,4,Financial Services,27,19994.54195
lakshadweep,2021,4,Others,62,116381.746
lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828
lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49
lakshadweep,2021,2,Merchant payments,1743,1525331.915
lakshadweep,2021,2,Financial Services,29,15052.0185
lakshadweep,2021,2,Others,44,101366.4031
lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.52
lakshadweep,2021,3,Recharge & bill payments,5153,1700287.473
lakshadweep,2021,3,Merchant payments,2450,2750367.063
lakshadweep,2021,3,Financial Services,48,137227.3539
lakshadweep,2021,3,Others,32,73174.28817
lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.02
lakshadweep,2021,1,Recharge & bill payments,3541,1070209.422
lakshadweep,2021,1,Merchant payments,1537,1040213.795
lakshadweep,2021,1,Financial Services,19,15929.09511
lakshadweep,2021,1,Others,46,92715.58431
lakshadweep,2018,4,Recharge & bill payments,792,351201.0879
lakshadweep,2018,4,Peer-to-peer payments,689,3841230.431
lakshadweep,2018,4,Merchant payments,144,262079.8557
lakshadweep,2018,4,Financial Services,6,389.8932324
lakshadweep,2018,4,Others,11,8312.430483
lakshadweep,2018,2,Peer-to-peer payments,1315,5757123.08
lakshadweep,2018,2,Recharge & bill payments,750,353202.7989
lakshadweep,2018,2,Merchant payments,42,64568.47789
lakshadweep,2018,2,Financial Services,6,9134.413223
lakshadweep,2018,2,Others,19,3780.769514
lakshadweep,2018,3,Peer-to-peer payments,841,3926048.745
lakshadweep,2018,3,Recharge & bill payments,760,300978.3242
lakshadweep,2018,3,Merchant payments,87,94046.43333
lakshadweep,2018,3,Others,15,17958.80957
lakshadweep,2018,1,Peer-to-peer payments,423,1860278.278
lakshadweep,2018,1,Recharge & bill payments,342,61432.04939
lakshadweep,2018,1,Merchant payments,5,590.7505138
lakshadweep,2018,1,Others,8,6310.102519
lakshadweep,2022,4,Peer-to-peer payments,8686,47450386
lakshadweep,2022,4,Recharge & bill payments,4557,2024739.154
lakshadweep,2022,4,Merchant payments,3819,5250991.002
lakshadweep,2022,4,Financial Services,35,26453.02478
lakshadweep,2022,4,Others,50,61304.43025
lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.05
lakshadweep,2022,2,Recharge & bill payments,5366,2386144.715
lakshadweep,2022,2,Merchant payments,3602,4895657.06
lakshadweep,2022,2,Financial Services,59,87127.82495
lakshadweep,2022,2,Others,51,108944.3427
lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.83
lakshadweep,2022,3,Recharge & bill payments,4441,1936538.307
lakshadweep,2022,3,Merchant payments,3142,5469200.646
lakshadweep,2022,3,Financial Services,64,63629.88417
lakshadweep,2022,3,Others,61,81636.95473
lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.57
lakshadweep,2022,1,Recharge & bill payments,5334,2322580.17
lakshadweep,2022,1,Merchant payments,3048,3838358.359
lakshadweep,2022,1,Financial Services,39,38274.22629
lakshadweep,2022,1,Others,63,149355.3311
lakshadweep,2019,4,Recharge & bill payments,1801,618155.9005
lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.25
lakshadweep,2019,4,Merchant payments,188,211413.6224
lakshadweep,2019,4,Financial Services,2,34.39721182
lakshadweep,2019,4,Others,21,56896.23813
lakshadweep,2019,2,Recharge & bill payments,1448,436735.1685
lakshadweep,2019,2,Peer-to-peer payments,1318,8602732.118
lakshadweep,2019,2,Merchant payments,137,190716.5412
lakshadweep,2019,2,Others,23,12340.30958
lakshadweep,2019,3,Recharge & bill payments,1528,503049.2412
lakshadweep,2019,3,Peer-to-peer payments,1455,8923273.863
lakshadweep,2019,3,Merchant payments,111,215159.6812
lakshadweep,2019,3,Others,10,10278.67843
lakshadweep,2019,1,Peer-to-peer payments,1183,8221402.369
lakshadweep,2019,1,Recharge & bill payments,1173,353870.524
lakshadweep,2019,1,Merchant payments,113,183062.1456
lakshadweep,2019,1,Others,12,27795.44122
mizoram,2020,4,Peer-to-peer payments,141038,887252744.1
mizoram,2020,4,Recharge & bill payments,140297,45386403.17
mizoram,2020,4,Merchant payments,39676,52094800.57
mizoram,2020,4,Financial Services,607,855201.5881
mizoram,2020,4,Others,989,932966.3003
mizoram,2020,2,Recharge & bill payments,127592,37504550.78
mizoram,2020,2,Peer-to-peer payments,60021,404110075.1
mizoram,2020,2,Merchant payments,10056,14627463.66
mizoram,2020,2,Financial Services,244,434960.2799
mizoram,2020,2,Others,549,516383.6344
mizoram,2020,3,Recharge & bill payments,132664,40941077.03
mizoram,2020,3,Peer-to-peer payments,99644,634560147.4
mizoram,2020,3,Merchant payments,20934,30693648.24
mizoram,2020,3,Financial Services,535,824864.5131
mizoram,2020,3,Others,926,924438.3715
mizoram,2020,1,Recharge & bill payments,85067,24356294.59
mizoram,2020,1,Peer-to-peer payments,57916,356260523.2
mizoram,2020,1,Merchant payments,9961,10404414.59
mizoram,2020,1,Financial Services,119,283854.3188
mizoram,2020,1,Others,546,772492.6204
mizoram,2021,4,Peer-to-peer payments,272209,1545255603
mizoram,2021,4,Recharge & bill payments,179405,67548806.85
mizoram,2021,4,Merchant payments,99265,154183940.7
mizoram,2021,4,Financial Services,695,2202285.708
mizoram,2021,4,Others,1755,1475104.828
mizoram,2021,2,Peer-to-peer payments,173064,995581952.9
mizoram,2021,2,Recharge & bill payments,161763,56059844.24
mizoram,2021,2,Merchant payments,57877,69528721.4
mizoram,2021,2,Financial Services,611,710657.5066
mizoram,2021,2,Others,1025,993297.2509
mizoram,2021,3,Peer-to-peer payments,224873,1290523196
mizoram,2021,3,Recharge & bill payments,177281,67493206.62
mizoram,2021,3,Merchant payments,74553,113697005.9
mizoram,2021,3,Financial Services,522,806905.9729
mizoram,2021,3,Others,1300,1228335.458
mizoram,2021,1,Peer-to-peer payments,156386,982955112.2
mizoram,2021,1,Recharge & bill payments,128055,45558278.22
mizoram,2021,1,Merchant payments,43511,70289687.95
mizoram,2021,1,Financial Services,648,1330632.979
mizoram,2021,1,Others,975,971875.6084
mizoram,2018,4,Peer-to-peer payments,26212,177049162.1
mizoram,2018,4,Recharge & bill payments,24533,5523702.976
mizoram,2018,4,Merchant payments,3699,6911586.608
mizoram,2018,4,Financial Services,145,35654.18338
mizoram,2018,4,Others,653,906746.631
mizoram,2018,2,Recharge & bill payments,13550,3107406.502
mizoram,2018,2,Peer-to-peer payments,11427,77040044.25
mizoram,2018,2,Merchant payments,1310,2368711.976
mizoram,2018,2,Financial Services,167,60939.77305
mizoram,2018,2,Others,597,931303.0543
mizoram,2018,3,Peer-to-peer payments,18564,108783543.9
mizoram,2018,3,Recharge & bill payments,17610,4050433.596
mizoram,2018,3,Merchant payments,2310,2952533.8
mizoram,2018,3,Financial Services,240,43891.23943
mizoram,2018,3,Others,592,770335.5795
mizoram,2018,1,Recharge & bill payments,10155,2199565.259
mizoram,2018,1,Peer-to-peer payments,6845,41186717.28
mizoram,2018,1,Merchant payments,616,1066002.167
mizoram,2018,1,Financial Services,260,65022.49897
mizoram,2018,1,Others,685,709912.7728
mizoram,2022,4,Peer-to-peer payments,378295,1750113148
mizoram,2022,4,Merchant payments,164389,222455759.2
mizoram,2022,4,Recharge & bill payments,148573,63477925.04
mizoram,2022,4,Financial Services,932,949850.1989
mizoram,2022,4,Others,1585,914402.5369
mizoram,2022,2,Peer-to-peer payments,332102,1739114390
mizoram,2022,2,Recharge & bill payments,172281,70775723.35
mizoram,2022,2,Merchant payments,137279,191484723.8
mizoram,2022,2,Financial Services,656,801633.2115
mizoram,2022,2,Others,1659,1010096.481
mizoram,2022,3,Peer-to-peer payments,349715,1665955695
mizoram,2022,3,Recharge & bill payments,156874,68463689.8
mizoram,2022,3,Merchant payments,150320,209934220.3
mizoram,2022,3,Financial Services,802,880187.5513
mizoram,2022,3,Others,1327,1031819.444
mizoram,2022,1,Peer-to-peer payments,302740,1691281090
mizoram,2022,1,Recharge & bill payments,190137,76541062.34
mizoram,2022,1,Merchant payments,109669,174157725.4
mizoram,2022,1,Financial Services,731,1657575.283
mizoram,2022,1,Others,1640,1521510.587
mizoram,2019,4,Recharge & bill payments,60511,16857122.31
mizoram,2019,4,Peer-to-peer payments,57109,341664291.5
mizoram,2019,4,Merchant payments,6939,9451111.139
mizoram,2019,4,Financial Services,100,20966.33331
mizoram,2019,4,Others,580,695859.3608
mizoram,2019,2,Peer-to-peer payments,37364,233471780
mizoram,2019,2,Recharge & bill payments,31903,7823562.398
mizoram,2019,2,Merchant payments,5646,5889316.861
mizoram,2019,2,Financial Services,80,14455.38099
mizoram,2019,2,Others,678,817593.4915
mizoram,2019,3,Recharge & bill payments,49073,12966806.7
mizoram,2019,3,Peer-to-peer payments,42645,257538220.2
mizoram,2019,3,Merchant payments,5560,7397529.021
mizoram,2019,3,Financial Services,94,72985.31151
mizoram,2019,3,Others,722,818358.6945
mizoram,2019,1,Peer-to-peer payments,35126,204183867.4
mizoram,2019,1,Recharge & bill payments,30327,6760113.704
mizoram,2019,1,Merchant payments,3984,6470456.032
mizoram,2019,1,Financial Services,133,33512.39607
mizoram,2019,1,Others,736,712945.8536
uttar-pradesh,2020,4,Peer-to-peer payments,75433782,2.94401E+11
uttar-pradesh,2020,4,Merchant payments,61922138,44438824681
uttar-pradesh,2020,4,Recharge & bill payments,39570153,17793973969
uttar-pradesh,2020,4,Financial Services,246868,255803306.1
uttar-pradesh,2020,4,Others,994576,539071475.9
uttar-pradesh,2020,2,Recharge & bill payments,42229417,14668026056
uttar-pradesh,2020,2,Peer-to-peer payments,39434202,1.5008E+11
uttar-pradesh,2020,2,Merchant payments,18625913,13655151083
uttar-pradesh,2020,2,Financial Services,150360,131930242.9
uttar-pradesh,2020,2,Others,412073,209384339.6
uttar-pradesh,2020,3,Peer-to-peer payments,54449911,2.07531E+11
uttar-pradesh,2020,3,Recharge & bill payments,37465163,16437365641
uttar-pradesh,2020,3,Merchant payments,34697942,24224433241
uttar-pradesh,2020,3,Financial Services,206210,194129227.5
uttar-pradesh,2020,3,Others,586033,303114557.1
uttar-pradesh,2020,1,Peer-to-peer payments,39581157,1.47735E+11
uttar-pradesh,2020,1,Recharge & bill payments,29777603,11168417431
uttar-pradesh,2020,1,Merchant payments,26741638,13072371617
uttar-pradesh,2020,1,Financial Services,139990,64365117.41
uttar-pradesh,2020,1,Others,998744,376573949.2
uttar-pradesh,2021,4,Merchant payments,183966052,1.42889E+11
uttar-pradesh,2021,4,Peer-to-peer payments,167503176,6.00974E+11
uttar-pradesh,2021,4,Recharge & bill payments,52863531,28812549098
uttar-pradesh,2021,4,Financial Services,353219,386356976.5
uttar-pradesh,2021,4,Others,1471954,829152405.3
uttar-pradesh,2021,2,Peer-to-peer payments,102927942,3.88762E+11
uttar-pradesh,2021,2,Merchant payments,84860582,70351401160
uttar-pradesh,2021,2,Recharge & bill payments,53030710,22266927129
uttar-pradesh,2021,2,Financial Services,270944,266853066.8
uttar-pradesh,2021,2,Others,858953,525487682.6
uttar-pradesh,2021,3,Peer-to-peer payments,127945827,4.40727E+11
uttar-pradesh,2021,3,Merchant payments,126699830,91089049637
uttar-pradesh,2021,3,Recharge & bill payments,50414232,24348150110
uttar-pradesh,2021,3,Financial Services,253418,292009129
uttar-pradesh,2021,3,Others,1230077,624716522.1
uttar-pradesh,2021,1,Peer-to-peer payments,85539321,3.2161E+11
uttar-pradesh,2021,1,Merchant payments,78873969,55362244381
uttar-pradesh,2021,1,Recharge & bill payments,38981894,18563189222
uttar-pradesh,2021,1,Financial Services,250656,266104783.7
uttar-pradesh,2021,1,Others,853707,486435811.4
uttar-pradesh,2018,4,Peer-to-peer payments,15804910,48836291124
uttar-pradesh,2018,4,Recharge & bill payments,11976808,3040717447
uttar-pradesh,2018,4,Merchant payments,6953857,2480267671
uttar-pradesh,2018,4,Financial Services,517619,76250539.86
uttar-pradesh,2018,4,Others,847573,663216794.2
uttar-pradesh,2018,2,Recharge & bill payments,9232131,2044535461
uttar-pradesh,2018,2,Peer-to-peer payments,6484369,22197440016
uttar-pradesh,2018,2,Merchant payments,909545,799920463.3
uttar-pradesh,2018,2,Financial Services,563213,105536911.8
uttar-pradesh,2018,2,Others,521685,572768843.2
uttar-pradesh,2018,3,Peer-to-peer payments,13828768,32944051607
uttar-pradesh,2018,3,Recharge & bill payments,9140873,2485029063
uttar-pradesh,2018,3,Merchant payments,2397448,1012726185
uttar-pradesh,2018,3,Financial Services,603303,76605144.66
uttar-pradesh,2018,3,Others,544964,493702369.6
uttar-pradesh,2018,1,Recharge & bill payments,7003704,1201827544
uttar-pradesh,2018,1,Peer-to-peer payments,4123625,11786969149
uttar-pradesh,2018,1,Merchant payments,442436,428301434.3
uttar-pradesh,2018,1,Financial Services,397328,75150444.99
uttar-pradesh,2018,1,Others,570712,447722351.3
uttar-pradesh,2022,4,Merchant payments,439247166,2.96782E+11
uttar-pradesh,2022,4,Peer-to-peer payments,317613698,1.03035E+12
uttar-pradesh,2022,4,Recharge & bill payments,78025017,48159073835
uttar-pradesh,2022,4,Financial Services,418329,430212917.3
uttar-pradesh,2022,4,Others,1064861,661985014.8
uttar-pradesh,2022,2,Merchant payments,298721048,2.16176E+11
uttar-pradesh,2022,2,Peer-to-peer payments,232444860,8.12579E+11
uttar-pradesh,2022,2,Recharge & bill payments,62659780,37867966759
uttar-pradesh,2022,2,Financial Services,268349,285646084.3
uttar-pradesh,2022,2,Others,1204739,606123265.1
uttar-pradesh,2022,3,Merchant payments,361972506,2.32006E+11
uttar-pradesh,2022,3,Peer-to-peer payments,267205027,8.44564E+11
uttar-pradesh,2022,3,Recharge & bill payments,72984811,43854148173
uttar-pradesh,2022,3,Financial Services,367887,344330142.1
uttar-pradesh,2022,3,Others,1058841,601411350.4
uttar-pradesh,2022,1,Merchant payments,221556930,1.65544E+11
uttar-pradesh,2022,1,Peer-to-peer payments,195592648,6.84759E+11
uttar-pradesh,2022,1,Recharge & bill payments,54873261,31683813998
uttar-pradesh,2022,1,Financial Services,358499,386218170.6
uttar-pradesh,2022,1,Others,1571908,750327356.1
uttar-pradesh,2019,4,Peer-to-peer payments,40540310,1.26565E+11
uttar-pradesh,2019,4,Recharge & bill payments,24299776,9082140370
uttar-pradesh,2019,4,Merchant payments,20582052,9412924985
uttar-pradesh,2019,4,Financial Services,242936,45686806.83
uttar-pradesh,2019,4,Others,1239931,433285937.6
uttar-pradesh,2019,2,Peer-to-peer payments,27105049,87581482659
uttar-pradesh,2019,2,Recharge & bill payments,17551537,5627886176
uttar-pradesh,2019,2,Merchant payments,12733089,4894223107
uttar-pradesh,2019,2,Financial Services,264091,38169259.95
uttar-pradesh,2019,2,Others,1229734,775758168.4
uttar-pradesh,2019,3,Peer-to-peer payments,26990786,95134023864
uttar-pradesh,2019,3,Recharge & bill payments,20359672,8000160943
uttar-pradesh,2019,3,Merchant payments,19625935,7399443975
uttar-pradesh,2019,3,Financial Services,258548,51363215.15
uttar-pradesh,2019,3,Others,1389018,683145478.1
uttar-pradesh,2019,1,Peer-to-peer payments,32062452,68506766330
uttar-pradesh,2019,1,Recharge & bill payments,15400713,4231102033
uttar-pradesh,2019,1,Merchant payments,8558766,3105904146
uttar-pradesh,2019,1,Financial Services,389733,43341558.49
uttar-pradesh,2019,1,Others,912840,637066065.9
uttarakhand,2020,4,Peer-to-peer payments,6748183,25748737002
uttarakhand,2020,4,Merchant payments,6629201,4274032857
uttarakhand,2020,4,Recharge & bill payments,4140391,1697819951
uttarakhand,2020,4,Financial Services,27120,29791064.76
uttarakhand,2020,4,Others,68376,42358455.01
uttarakhand,2020,2,Recharge & bill payments,3755695,1303523585
uttarakhand,2020,2,Peer-to-peer payments,3656029,13572964170
uttarakhand,2020,2,Merchant payments,1587042,1181497493
uttarakhand,2020,2,Financial Services,15023,17612288.06
uttarakhand,2020,2,Others,33981,18590166.38
uttarakhand,2020,3,Peer-to-peer payments,4836512,18377468807
uttarakhand,2020,3,Recharge & bill payments,3751993,1509373288
uttarakhand,2020,3,Merchant payments,3164623,2166776520
uttarakhand,2020,3,Financial Services,20455,26449980.58
uttarakhand,2020,3,Others,45352,23442372.42
uttarakhand,2020,1,Peer-to-peer payments,3792776,13999676597
uttarakhand,2020,1,Recharge & bill payments,2990764,1028598924
uttarakhand,2020,1,Merchant payments,2289657,1094245197
uttarakhand,2020,1,Financial Services,10246,8180881.809
uttarakhand,2020,1,Others,48341,27378658.63
uttarakhand,2021,4,Merchant payments,19850878,13515464698
uttarakhand,2021,4,Peer-to-peer payments,14819203,49969580473
uttarakhand,2021,4,Recharge & bill payments,5536262,2540546090
uttarakhand,2021,4,Financial Services,38764,51212042.38
uttarakhand,2021,4,Others,116173,71304856.18
uttarakhand,2021,2,Peer-to-peer payments,9374939,32674145244
uttarakhand,2021,2,Merchant payments,9134389,6257528832
uttarakhand,2021,2,Recharge & bill payments,5388285,1979824049
uttarakhand,2021,2,Financial Services,31497,35404991.87
