State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
karnataka,2018,4,Others,812291,579613793.3
karnataka,2018,2,Recharge & bill payments,7391926,2435924808
karnataka,2018,2,Peer-to-peer payments,7164836,29135024501
karnataka,2018,2,Merchant payments,1874383,1361967205
karnataka,2018,2,Financial Services,194363,93244737.61
karnataka,2018,2,Others,490939,489418829.4
karnataka,2018,3,Peer-to-peer payments,12863507,42819128165
karnataka,2018,3,Recharge & bill payments,8674172,3019156590
karnataka,2018,3,Merchant payments,3638065,1879406581
karnataka,2018,3,Financial Services,205740,50726023.4
karnataka,2018,3,Others,598777,456674396.3
karnataka,2018,1,Recharge & bill payments,5785292,1496816542
karnataka,2018,1,Peer-to-peer payments,4456528,16522277460
karnataka,2018,1,Merchant payments,1089627,696586489.3
karnataka,2018,1,Financial Services,159848,52664837.41
karnataka,2018,1,Others,525604,449549985.2
karnataka,2022,4,Merchant payments,830157371,3.80644E+11
karnataka,2022,4,Peer-to-peer payments,460041715,1.46809E+12
karnataka,2022,4,Recharge & bill payments,87517348,54445900607
karnataka,2022,4,Financial Services,426795,650217624.1
karnataka,2022,4,Others,767142,689145506.8
karnataka,2022,2,Merchant payments,735295388,3.58016E+11
karnataka,2022,2,Peer-to-peer payments,449723751,1.45733E+12
karnataka,2022,2,Recharge & bill payments,91137091,50583781089
karnataka,2022,2,Financial Services,351688,545330283.2
karnataka,2022,2,Others,941042,670434289.9
karnataka,2022,3,Merchant payments,704609552,3.33606E+11
karnataka,2022,3,Peer-to-peer payments,404084880,1.2826E+12
karnataka,2022,3,Recharge & bill payments,79979546,48539011844
karnataka,2022,3,Financial Services,361312,558132533.4
karnataka,2022,3,Others,726038,610455785.7
karnataka,2022,1,Merchant payments,588543313,2.7811E+11
karnataka,2022,1,Peer-to-peer payments,389491586,1.2432E+12
karnataka,2022,1,Recharge & bill payments,78206453,43891305257
karnataka,2022,1,Financial Services,384922,624857963.4
karnataka,2022,1,Others,1229133,824344937.1
karnataka,2019,4,Merchant payments,114044901,31602890836
karnataka,2019,4,Peer-to-peer payments,93311589,2.50563E+11
karnataka,2019,4,Recharge & bill payments,28862161,12183568521
karnataka,2019,4,Financial Services,101937,51145982.18
karnataka,2019,4,Others,1475664,646673755.4
karnataka,2019,2,Peer-to-peer payments,50033334,1.42911E+11
karnataka,2019,2,Merchant payments,44848593,12338599109
karnataka,2019,2,Recharge & bill payments,19283028,7745156563
karnataka,2019,2,Financial Services,140353,44871623.83
karnataka,2019,2,Others,1096296,662690676.7
karnataka,2019,3,Merchant payments,76924325,20375791902
karnataka,2019,3,Peer-to-peer payments,67784880,1.83163E+11
karnataka,2019,3,Recharge & bill payments,24339891,10208179942
karnataka,2019,3,Financial Services,189716,57194690.69
karnataka,2019,3,Others,1494923,732228821.1
karnataka,2019,1,Peer-to-peer payments,44049036,1.04118E+11
karnataka,2019,1,Merchant payments,24491960,7076613844
karnataka,2019,1,Recharge & bill payments,16981941,6217689430
karnataka,2019,1,Financial Services,293728,51023386.15
karnataka,2019,1,Others,770944,512618725.8
delhi,2020,4,Merchant payments,54581166,31106554563
delhi,2020,4,Peer-to-peer payments,49631928,1.71546E+11
delhi,2020,4,Recharge & bill payments,14862946,12921793577
delhi,2020,4,Financial Services,114862,160007919.8
delhi,2020,4,Others,1349515,530676173.3
delhi,2020,2,Peer-to-peer payments,27155938,86227124454
delhi,2020,2,Merchant payments,24963931,12708327044
delhi,2020,2,Recharge & bill payments,13568505,8699886044
delhi,2020,2,Financial Services,64790,75405868.16
delhi,2020,2,Others,288854,162694793.2
delhi,2020,3,Peer-to-peer payments,41498638,1.40074E+11
delhi,2020,3,Merchant payments,40973792,21858176583
delhi,2020,3,Recharge & bill payments,13448341,12883226305
delhi,2020,3,Financial Services,85689,114341865.3
delhi,2020,3,Others,485401,234194502.8
delhi,2020,1,Merchant payments,33951545,14470782771
delhi,2020,1,Peer-to-peer payments,32410795,1.08988E+11
delhi,2020,1,Recharge & bill payments,12822919,9498791148
delhi,2020,1,Financial Services,46529,39908838.25
delhi,2020,1,Others,2515816,619460879
delhi,2021,4,Merchant payments,149204611,88990516304
delhi,2021,4,Peer-to-peer payments,112380292,3.76557E+11
delhi,2021,4,Recharge & bill payments,30127352,22290161823
delhi,2021,4,Financial Services,199280,287950130.2
delhi,2021,4,Others,771824,569713470.7
delhi,2021,2,Merchant payments,75620295,42933366743
delhi,2021,2,Peer-to-peer payments,68497718,2.23035E+11
delhi,2021,2,Recharge & bill payments,25026678,15310096463
delhi,2021,2,Financial Services,158170,190019761.5
delhi,2021,2,Others,854403,472659189.3
delhi,2021,3,Merchant payments,115250887,64006915631
delhi,2021,3,Peer-to-peer payments,93292876,2.98006E+11
delhi,2021,3,Recharge & bill payments,28427032,20934734872
delhi,2021,3,Financial Services,144460,220660990.2
delhi,2021,3,Others,1645353,690472449.1
delhi,2021,1,Merchant payments,72615587,39861532639
delhi,2021,1,Peer-to-peer payments,61957428,2.10824E+11
delhi,2021,1,Recharge & bill payments,21164274,15447408659
delhi,2021,1,Financial Services,153039,203106852.4
delhi,2021,1,Others,1468676,592745151.9
delhi,2018,4,Peer-to-peer payments,9973249,32389252495
delhi,2018,4,Merchant payments,9958967,2738429839
delhi,2018,4,Recharge & bill payments,7483633,3961160543
delhi,2018,4,Financial Services,265004,58162003.44
delhi,2018,4,Others,1506866,575852739
delhi,2018,2,Recharge & bill payments,4511737,2078183616
delhi,2018,2,Peer-to-peer payments,3542716,14348179103
delhi,2018,2,Merchant payments,837001,631597790.6
delhi,2018,2,Financial Services,205991,66584728.2
delhi,2018,2,Others,276278,321754664.5
delhi,2018,3,Peer-to-peer payments,8557153,22670122889
delhi,2018,3,Recharge & bill payments,5305635,3261844271
delhi,2018,3,Merchant payments,3808395,1048422634
delhi,2018,3,Financial Services,274526,45051151.35
delhi,2018,3,Others,601339,350405916.2
delhi,2018,1,Recharge & bill payments,3947297,1320559613
delhi,2018,1,Peer-to-peer payments,2380820,9125685135
delhi,2018,1,Merchant payments,339809,375393115.2
delhi,2018,1,Financial Services,136240,45588429.27
delhi,2018,1,Others,318588,344277514.8
delhi,2022,4,Merchant payments,305621913,1.53115E+11
delhi,2022,4,Peer-to-peer payments,171970100,5.59069E+11
delhi,2022,4,Recharge & bill payments,36775874,31954251758
delhi,2022,4,Financial Services,228639,299454652.8
delhi,2022,4,Others,606931,477098950.6
delhi,2022,2,Merchant payments,233412802,1.21658E+11
delhi,2022,2,Peer-to-peer payments,143447534,4.80686E+11
delhi,2022,2,Recharge & bill payments,32971294,26876059610
delhi,2022,2,Financial Services,160827,209425798.8
delhi,2022,2,Others,641727,426563425.7
delhi,2022,3,Merchant payments,276635347,1.34293E+11
delhi,2022,3,Peer-to-peer payments,160580425,5.09429E+11
delhi,2022,3,Recharge & bill payments,37572389,33177115465
delhi,2022,3,Financial Services,195218,265479580.4
delhi,2022,3,Others,608782,448676465.8
delhi,2022,1,Merchant payments,174454937,98212381476
delhi,2022,1,Peer-to-peer payments,125111881,4.15305E+11
delhi,2022,1,Recharge & bill payments,29435981,22482865573
delhi,2022,1,Financial Services,195184,271039329.1
delhi,2022,1,Others,1801878,693588769.4
delhi,2019,4,Peer-to-peer payments,33040093,1.05859E+11
delhi,2019,4,Merchant payments,32537378,12864577363
delhi,2019,4,Recharge & bill payments,11609898,9500486081
delhi,2019,4,Financial Services,57063,21512527.97
delhi,2019,4,Others,3500565,779367300.5
delhi,2019,2,Merchant payments,20891431,6816878923
delhi,2019,2,Peer-to-peer payments,20570311,65953571241
delhi,2019,2,Recharge & bill payments,12869453,8035701902
delhi,2019,2,Financial Services,137774,33985068.68
delhi,2019,2,Others,2702543,866678928.4
delhi,2019,3,Merchant payments,29453368,9857221392
delhi,2019,3,Peer-to-peer payments,25201978,81904443496
delhi,2019,3,Recharge & bill payments,11133404,10406524193
delhi,2019,3,Financial Services,92061,27952186.99
delhi,2019,3,Others,3657065,1000670778
delhi,2019,1,Peer-to-peer payments,20216287,48250023721
delhi,2019,1,Merchant payments,13875931,3996618720
delhi,2019,1,Recharge & bill payments,10744978,5521320539
delhi,2019,1,Financial Services,223095,30997039.7
delhi,2019,1,Others,1947036,670171769.7
punjab,2020,4,Peer-to-peer payments,9609405,43286909257
punjab,2020,4,Merchant payments,7144295,6142380827
punjab,2020,4,Recharge & bill payments,6072201,4201551870
punjab,2020,4,Financial Services,38820,51677182.32
punjab,2020,4,Others,133204,92887343.34
punjab,2020,2,Recharge & bill payments,6064807,3089758241
punjab,2020,2,Peer-to-peer payments,5639212,25074384847
punjab,2020,2,Merchant payments,2290868,2058898904
punjab,2020,2,Financial Services,23314,23704957.88
punjab,2020,2,Others,63093,37907301.35
punjab,2020,3,Peer-to-peer payments,7354451,32477438924
punjab,2020,3,Recharge & bill payments,5478668,4066750821
punjab,2020,3,Merchant payments,4261548,3490665357
punjab,2020,3,Financial Services,32390,42060249.33
punjab,2020,3,Others,82516,46176796.08
punjab,2020,1,Peer-to-peer payments,6339183,26350005915
punjab,2020,1,Recharge & bill payments,4935115,2767419473
punjab,2020,1,Merchant payments,3838480,2196329615
punjab,2020,1,Financial Services,17924,10987850.96
punjab,2020,1,Others,87082,49442411.67
punjab,2021,4,Merchant payments,22669743,20753662876
punjab,2021,4,Peer-to-peer payments,20663881,83611403637
punjab,2021,4,Recharge & bill payments,8765579,6107473172
punjab,2021,4,Financial Services,58581,86356456.6
punjab,2021,4,Others,201576,151230100.6
punjab,2021,2,Peer-to-peer payments,13180933,55282486111
punjab,2021,2,Merchant payments,11225598,9710508482
punjab,2021,2,Recharge & bill payments,7591039,4370756869
punjab,2021,2,Financial Services,46218,53309051.07
punjab,2021,2,Others,127460,113998049.3
punjab,2021,3,Peer-to-peer payments,17024782,66149902036
punjab,2021,3,Merchant payments,16837685,14103740969
punjab,2021,3,Recharge & bill payments,8465739,5540272095
punjab,2021,3,Financial Services,43789,63576666.59
punjab,2021,3,Others,161494,135069073.8
punjab,2021,1,Peer-to-peer payments,10951083,46908632143
punjab,2021,1,Merchant payments,9333364,7651004599
punjab,2021,1,Recharge & bill payments,6332928,3980874403
punjab,2021,1,Financial Services,43094,52009482.41
punjab,2021,1,Others,110366,98366463.19
punjab,2018,4,Peer-to-peer payments,2269375,9404088424
punjab,2018,4,Recharge & bill payments,1817964,825449591.2
punjab,2018,4,Merchant payments,648096,455091549.6
punjab,2018,4,Financial Services,62453,11832962.88
punjab,2018,4,Others,89249,85520045.45
punjab,2018,2,Recharge & bill payments,1262450,395417027.8
punjab,2018,2,Peer-to-peer payments,1017159,4036457554
punjab,2018,2,Merchant payments,147667,159406610.3
punjab,2018,2,Financial Services,82256,17719391.41
punjab,2018,2,Others,71631,75671628.77
punjab,2018,3,Peer-to-peer payments,1684209,6173898401
punjab,2018,3,Recharge & bill payments,1381730,622737633.8
punjab,2018,3,Merchant payments,274458,194883994.6
punjab,2018,3,Financial Services,54285,9429174.535
punjab,2018,3,Others,67426,64737840.4
punjab,2018,1,Recharge & bill payments,946338,196018621.4
punjab,2018,1,Peer-to-peer payments,690684,2412434634
punjab,2018,1,Merchant payments,87477,83873893.96
punjab,2018,1,Financial Services,60688,11162488.42
punjab,2018,1,Others,85246,77268587.57
punjab,2022,4,Merchant payments,48358802,38162493193
punjab,2022,4,Peer-to-peer payments,32377106,1.20513E+11
punjab,2022,4,Recharge & bill payments,10895208,9248445986
punjab,2022,4,Financial Services,62809,72160390.23
punjab,2022,4,Others,141255,111559653.6
punjab,2022,2,Merchant payments,35941880,28585688544
punjab,2022,2,Peer-to-peer payments,25952349,1.00938E+11
punjab,2022,2,Recharge & bill payments,10161030,7652499714
punjab,2022,2,Financial Services,50483,57234782.46
punjab,2022,2,Others,167081,111934787.8
punjab,2022,3,Merchant payments,43089589,32370885165
punjab,2022,3,Peer-to-peer payments,29862592,1.07653E+11
punjab,2022,3,Recharge & bill payments,11017816,9119649329
punjab,2022,3,Financial Services,57979,68249938.54
punjab,2022,3,Others,149921,107280498.8
punjab,2022,1,Merchant payments,25979197,23217511697
punjab,2022,1,Peer-to-peer payments,22354946,88645204329
punjab,2022,1,Recharge & bill payments,9188439,6317909909
punjab,2022,1,Financial Services,57561,83933665.01
punjab,2022,1,Others,178159,125418507
punjab,2019,4,Peer-to-peer payments,6386367,25564144630
punjab,2019,4,Recharge & bill payments,4068332,2622222199
punjab,2019,4,Merchant payments,3122413,1741259163
punjab,2019,4,Financial Services,22956,6382345.43
punjab,2019,4,Others,98557,55793908.46
punjab,2019,2,Peer-to-peer payments,4140474,16258891447
punjab,2019,2,Recharge & bill payments,2815047,1440058991
punjab,2019,2,Merchant payments,1407963,815090878
punjab,2019,2,Financial Services,37435,6876144.455
punjab,2019,2,Others,108911,93875933.52
punjab,2019,3,Peer-to-peer payments,4726946,19146726287
punjab,2019,3,Recharge & bill payments,3455594,2481094965
punjab,2019,3,Merchant payments,2374014,1183743251
punjab,2019,3,Financial Services,32359,7912219.734
punjab,2019,3,Others,117899,86338883.28
punjab,2019,1,Peer-to-peer payments,4026294,12027441596
punjab,2019,1,Recharge & bill payments,2304690,986004867.8
punjab,2019,1,Merchant payments,711152,478382600.6
punjab,2019,1,Financial Services,45621,6871295.955
punjab,2019,1,Others,84380,75789641.76
west-bengal,2020,4,Peer-to-peer payments,46437233,1.66392E+11
west-bengal,2020,4,Merchant payments,30077510,22241302941
west-bengal,2020,4,Recharge & bill payments,23158305,10074605883
west-bengal,2020,4,Financial Services,178455,164241191.7
west-bengal,2020,4,Others,489142,293466753.6
west-bengal,2020,2,Peer-to-peer payments,24855687,84984004331
west-bengal,2020,2,Recharge & bill payments,22220012,7496845562
west-bengal,2020,2,Merchant payments,10225729,7404190138
west-bengal,2020,2,Financial Services,130595,89987205.23
west-bengal,2020,2,Others,244774,124404641.8
west-bengal,2020,3,Peer-to-peer payments,37556349,1.33121E+11
west-bengal,2020,3,Recharge & bill payments,22284079,8768630923
west-bengal,2020,3,Merchant payments,19599024,14614394375
west-bengal,2020,3,Financial Services,151996,125973420.9
west-bengal,2020,3,Others,363056,183680984.1
west-bengal,2020,1,Peer-to-peer payments,28457404,82770282624
west-bengal,2020,1,Merchant payments,19779392,8097859089
west-bengal,2020,1,Recharge & bill payments,17448908,5550815440
west-bengal,2020,1,Financial Services,210068,58280893.55
west-bengal,2020,1,Others,354609,176067145.3
west-bengal,2021,4,Peer-to-peer payments,105728377,3.72241E+11
west-bengal,2021,4,Merchant payments,80248673,71231577539
west-bengal,2021,4,Recharge & bill payments,37801439,17813903245
west-bengal,2021,4,Financial Services,252535,270791056.7
west-bengal,2021,4,Others,998536,660874216.5
west-bengal,2021,2,Peer-to-peer payments,64661051,2.30812E+11
west-bengal,2021,2,Merchant payments,41696787,34787867208
west-bengal,2021,2,Recharge & bill payments,34799709,13331453858
west-bengal,2021,2,Financial Services,190537,186466487.6
west-bengal,2021,2,Others,549353,316744715.7
west-bengal,2021,3,Peer-to-peer payments,84353949,2.948E+11
west-bengal,2021,3,Merchant payments,58800005,50971169851
west-bengal,2021,3,Recharge & bill payments,37556310,16045754099
west-bengal,2021,3,Financial Services,189087,213411736.4
west-bengal,2021,3,Others,813637,426999219.4
west-bengal,2021,1,Peer-to-peer payments,53869075,2.0224E+11
west-bengal,2021,1,Merchant payments,37143701,28918343691
west-bengal,2021,1,Recharge & bill payments,26673733,11339665945
west-bengal,2021,1,Financial Services,166727,175445811.9
west-bengal,2021,1,Others,400816,263502545.1
west-bengal,2018,4,Peer-to-peer payments,17154995,35303180047
west-bengal,2018,4,Recharge & bill payments,9425082,2467741143
west-bengal,2018,4,Merchant payments,8633569,2294203497
west-bengal,2018,4,Financial Services,734796,93755616.52
west-bengal,2018,4,Others,565106,330738908.2
west-bengal,2018,2,Peer-to-peer payments,8284944,15889890047
west-bengal,2018,2,Recharge & bill payments,7360522,1563841174
west-bengal,2018,2,Financial Services,1121570,160809685.9
west-bengal,2018,2,Merchant payments,937608,715914360.8
west-bengal,2018,2,Others,377802,298728202.7
west-bengal,2018,3,Peer-to-peer payments,41882429,38439798815
west-bengal,2018,3,Recharge & bill payments,7596315,1992473341
west-bengal,2018,3,Merchant payments,2252265,979603555.1
west-bengal,2018,3,Financial Services,1619524,185187032.9
west-bengal,2018,3,Others,354883,246871438.6
west-bengal,2018,1,Recharge & bill payments,5773831,964309486
west-bengal,2018,1,Peer-to-peer payments,4383075,8874266826
west-bengal,2018,1,Financial Services,665171,119502271.7
west-bengal,2018,1,Merchant payments,443378,366788699.7
west-bengal,2018,1,Others,444770,301111268.9
west-bengal,2022,4,Peer-to-peer payments,184380244,6.20222E+11
west-bengal,2022,4,Merchant payments,171667404,1.40808E+11
west-bengal,2022,4,Recharge & bill payments,48921147,26026633153
west-bengal,2022,4,Financial Services,268388,261122865.5
west-bengal,2022,4,Others,610414,457937874.8
west-bengal,2022,2,Peer-to-peer payments,145395450,5.20191E+11
west-bengal,2022,2,Merchant payments,126682135,1.07049E+11
west-bengal,2022,2,Recharge & bill payments,42712193,20697301165
west-bengal,2022,2,Financial Services,191724,199770753.2
west-bengal,2022,2,Others,760639,438407071.9
west-bengal,2022,3,Peer-to-peer payments,163523844,5.56258E+11
west-bengal,2022,3,Merchant payments,145181044,1.23577E+11
west-bengal,2022,3,Recharge & bill payments,47208496,24221425247
west-bengal,2022,3,Financial Services,238746,241288774.2
west-bengal,2022,3,Others,640258,451918188.2
west-bengal,2022,1,Peer-to-peer payments,124787028,4.46344E+11
west-bengal,2022,1,Merchant payments,97315025,85854730616
west-bengal,2022,1,Recharge & bill payments,37317865,18435424278
west-bengal,2022,1,Financial Services,239530,261096608.8
west-bengal,2022,1,Others,845644,531671268.6
west-bengal,2019,4,Peer-to-peer payments,67037576,76593333398
west-bengal,2019,4,Recharge & bill payments,14511711,4859794690
west-bengal,2019,4,Merchant payments,14187744,6477138701
west-bengal,2019,4,Financial Services,653648,77047243.73
west-bengal,2019,4,Others,415159,196296222.3
west-bengal,2019,2,Peer-to-peer payments,20285958,48394974398
west-bengal,2019,2,Merchant payments,13646142,4657258459
west-bengal,2019,2,Recharge & bill payments,12129638,3676123279
west-bengal,2019,2,Financial Services,421037,45646046.99
west-bengal,2019,2,Others,540760,331688935.2
west-bengal,2019,3,Merchant payments,30804036,8273187167
west-bengal,2019,3,Peer-to-peer payments,21522913,57058405341
west-bengal,2019,3,Recharge & bill payments,13011501,4832486822
west-bengal,2019,3,Financial Services,558653,57054414.84
west-bengal,2019,3,Others,547726,319398871.5
west-bengal,2019,1,Peer-to-peer payments,27374206,44170923882
west-bengal,2019,1,Recharge & bill payments,11659948,3021107712
west-bengal,2019,1,Merchant payments,7636726,2645438308
west-bengal,2019,1,Financial Services,525650,47986448.47
west-bengal,2019,1,Others,429858,279216273.4
madhya-pradesh,2020,4,Peer-to-peer payments,67972167,2.35584E+11
madhya-pradesh,2020,4,Merchant payments,57707471,37315576877
madhya-pradesh,2020,4,Recharge & bill payments,27335834,10977774483
madhya-pradesh,2020,4,Financial Services,149532,132590450.1
madhya-pradesh,2020,4,Others,487537,264996097.6
madhya-pradesh,2020,2,Peer-to-peer payments,34860958,1.28185E+11
madhya-pradesh,2020,2,Recharge & bill payments,27497528,8904067957
madhya-pradesh,2020,2,Merchant payments,13685723,10666223054
madhya-pradesh,2020,2,Financial Services,80988,62073621.44
madhya-pradesh,2020,2,Others,215376,104956802.2
madhya-pradesh,2020,3,Peer-to-peer payments,50871564,1.74979E+11
madhya-pradesh,2020,3,Merchant payments,31879804,20621273982
madhya-pradesh,2020,3,Recharge & bill payments,25380467,9834190567
madhya-pradesh,2020,3,Financial Services,131725,122971108.1
madhya-pradesh,2020,3,Others,316321,144259293.3
madhya-pradesh,2020,1,Peer-to-peer payments,34540722,1.10326E+11
madhya-pradesh,2020,1,Merchant payments,24618074,9898242848
madhya-pradesh,2020,1,Recharge & bill payments,19788516,6311610610
madhya-pradesh,2020,1,Financial Services,68055,30645714.4
madhya-pradesh,2020,1,Others,351379,170790656.3
madhya-pradesh,2021,4,Merchant payments,197193842,1.26461E+11
madhya-pradesh,2021,4,Peer-to-peer payments,159649020,5.07119E+11
madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779
madhya-pradesh,2021,4,Financial Services,247925,246488171.4
madhya-pradesh,2021,4,Others,996331,568617375.6
madhya-pradesh,2021,2,Peer-to-peer payments,99367521,3.48936E+11
madhya-pradesh,2021,2,Merchant payments,77113464,58839392450
madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546399
madhya-pradesh,2021,2,Financial Services,188726,177313389.7
madhya-pradesh,2021,2,Others,526333,317753606
madhya-pradesh,2021,3,Merchant payments,138433772,85885669792
madhya-pradesh,2021,3,Peer-to-peer payments,127654821,3.98913E+11
madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346051
madhya-pradesh,2021,3,Financial Services,174454,180366422.6
madhya-pradesh,2021,3,Others,742972,408508699.4
madhya-pradesh,2021,1,Merchant payments,84812245,50098244500
madhya-pradesh,2021,1,Peer-to-peer payments,84070625,2.79938E+11
madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041
madhya-pradesh,2021,1,Financial Services,169378,161838389.8
madhya-pradesh,2021,1,Others,445569,274786748.1
madhya-pradesh,2018,4,Peer-to-peer payments,11456555,30897348665
madhya-pradesh,2018,4,Recharge & bill payments,7273502,1669345517
madhya-pradesh,2018,4,Merchant payments,2056426,1036249754
madhya-pradesh,2018,4,Financial Services,313540,43367243.15
madhya-pradesh,2018,4,Others,297532,259296894
madhya-pradesh,2018,2,Recharge & bill payments,5324535,1132090446
madhya-pradesh,2018,2,Peer-to-peer payments,4269392,14155603482
madhya-pradesh,2018,2,Merchant payments,397135,339308203.2
madhya-pradesh,2018,2,Financial Services,305553,53860331.81
madhya-pradesh,2018,2,Others,264797,243218603.3
madhya-pradesh,2018,3,Peer-to-peer payments,9988509,22057686209
madhya-pradesh,2018,3,Recharge & bill payments,5733261,1367773857
madhya-pradesh,2018,3,Merchant payments,784995,465390819.6
madhya-pradesh,2018,3,Financial Services,359440,46120458.64
madhya-pradesh,2018,3,Others,260780,212770861.2
madhya-pradesh,2018,1,Recharge & bill payments,4404190,667057311.5
madhya-pradesh,2018,1,Peer-to-peer payments,2848290,7590790589
madhya-pradesh,2018,1,Financial Services,230519,43374288.98
madhya-pradesh,2018,1,Merchant payments,196394,170119673.7
madhya-pradesh,2018,1,Others,346002,210261540.7
madhya-pradesh,2022,4,Merchant payments,492999084,2.72802E+11
madhya-pradesh,2022,4,Peer-to-peer payments,325467851,9.84255E+11
madhya-pradesh,2022,4,Recharge & bill payments,79289399,45143248069
madhya-pradesh,2022,4,Financial Services,286931,278304972.6
madhya-pradesh,2022,4,Others,785003,521508120.7
madhya-pradesh,2022,2,Merchant payments,287616385,1.74183E+11
madhya-pradesh,2022,2,Peer-to-peer payments,202093283,6.63181E+11
madhya-pradesh,2022,2,Recharge & bill payments,54318983,29125694282
madhya-pradesh,2022,2,Financial Services,157672,153944499.7
madhya-pradesh,2022,2,Others,713506,381178326.3
madhya-pradesh,2022,3,Merchant payments,391105651,2.12446E+11
madhya-pradesh,2022,3,Peer-to-peer payments,267013695,7.8065E+11
madhya-pradesh,2022,3,Recharge & bill payments,72148870,39132574048
madhya-pradesh,2022,3,Financial Services,240678,236981163.6
madhya-pradesh,2022,3,Others,750665,442608716.7
madhya-pradesh,2022,1,Merchant payments,237691924,1.4331E+11
madhya-pradesh,2022,1,Peer-to-peer payments,185008444,5.78202E+11
madhya-pradesh,2022,1,Recharge & bill payments,48870314,25437774564
madhya-pradesh,2022,1,Financial Services,222923,219927120.2
madhya-pradesh,2022,1,Others,909453,495513514.8
madhya-pradesh,2019,4,Peer-to-peer payments,32083162,92064471162
madhya-pradesh,2019,4,Merchant payments,19447707,7304157802
madhya-pradesh,2019,4,Recharge & bill payments,16081734,5104821721
madhya-pradesh,2019,4,Financial Services,127116,24020060.93
madhya-pradesh,2019,4,Others,392270,190456045.3
madhya-pradesh,2019,2,Peer-to-peer payments,20868744,61758841794
madhya-pradesh,2019,2,Recharge & bill payments,12044969,3571897178
madhya-pradesh,2019,2,Merchant payments,7331352,2671155681
madhya-pradesh,2019,2,Financial Services,149197,18869661.51
madhya-pradesh,2019,2,Others,451751,313802065.4
madhya-pradesh,2019,3,Peer-to-peer payments,22631038,67648107703
madhya-pradesh,2019,3,Merchant payments,17163551,5147459307
madhya-pradesh,2019,3,Recharge & bill payments,13156616,4576521609
madhya-pradesh,2019,3,Financial Services,192821,25654168.6
madhya-pradesh,2019,3,Others,466385,278578703
madhya-pradesh,2019,1,Peer-to-peer payments,23708825,44114206183
madhya-pradesh,2019,1,Recharge & bill payments,9966905,2423593842
madhya-pradesh,2019,1,Merchant payments,3018928,1263699222
madhya-pradesh,2019,1,Financial Services,290838,28901169.29
madhya-pradesh,2019,1,Others,315553,239879105.6
tripura,2020,4,Peer-to-peer payments,650386,2683789890
tripura,2020,4,Recharge & bill payments,631611,192385823.4
tripura,2020,4,Merchant payments,357567,296872485.4
tripura,2020,4,Financial Services,4084,3666639.309
tripura,2020,4,Others,8242,5416158.233
tripura,2020,2,Recharge & bill payments,600206,163220166.8
tripura,2020,2,Peer-to-peer payments,346863,1501452756
tripura,2020,2,Merchant payments,97816,99795973.61
tripura,2020,2,Financial Services,2904,2247782.522
tripura,2020,2,Others,4731,2459205.001
tripura,2020,3,Recharge & bill payments,627363,185201997.3
tripura,2020,3,Peer-to-peer payments,477769,1959371083
tripura,2020,3,Merchant payments,202106,190218136.3
tripura,2020,3,Financial Services,3828,3141391.576
tripura,2020,3,Others,6819,3886908.163
tripura,2020,1,Recharge & bill payments,449584,114355218
tripura,2020,1,Peer-to-peer payments,366218,1400694934
tripura,2020,1,Merchant payments,102861,68590603.64
tripura,2020,1,Financial Services,1722,1066651.522
tripura,2020,1,Others,4117,4071399.624
tripura,2021,4,Peer-to-peer payments,1060915,4368786747
tripura,2021,4,Merchant payments,793636,874005407.7
tripura,2021,4,Recharge & bill payments,650251,241225282.1
tripura,2021,4,Financial Services,3635,5073898.608
tripura,2021,4,Others,12256,7838128.8
tripura,2021,2,Peer-to-peer payments,703728,2865655130
tripura,2021,2,Recharge & bill payments,589839,189808502.9
tripura,2021,2,Merchant payments,440060,404915546.5
tripura,2021,2,Financial Services,3656,3503925.338
tripura,2021,2,Others,7146,4271255.844
tripura,2021,3,Peer-to-peer payments,864329,3491901741
tripura,2021,3,Recharge & bill payments,620991,215226019.6
tripura,2021,3,Merchant payments,584079,648504775.6
tripura,2021,3,Financial Services,2886,3473153.088
tripura,2021,3,Others,8915,5028078.735
tripura,2021,1,Peer-to-peer payments,643366,2821226151
tripura,2021,1,Recharge & bill payments,508718,173211140.9
tripura,2021,1,Merchant payments,350366,333743281.3
tripura,2021,1,Financial Services,3146,2879929.223
tripura,2021,1,Others,5827,4281067.764
tripura,2018,4,Recharge & bill payments,204720,38334816.66
tripura,2018,4,Peer-to-peer payments,179739,549068822.4
tripura,2018,4,Merchant payments,50888,31066467.63
tripura,2018,4,Financial Services,6441,1023126.821
tripura,2018,4,Others,6271,5392365.974
tripura,2018,2,Recharge & bill payments,118171,22554398.15
tripura,2018,2,Peer-to-peer payments,73821,197666881.9
tripura,2018,2,Merchant payments,9621,10570951.15
tripura,2018,2,Financial Services,6925,1264101.905
tripura,2018,2,Others,6021,4835385.634
tripura,2018,3,Peer-to-peer payments,186065,398867427.3
tripura,2018,3,Recharge & bill payments,156308,33484811.21
tripura,2018,3,Merchant payments,21476,16092396.41
tripura,2018,3,Financial Services,8106,1080000.011
tripura,2018,3,Others,5748,4338753.081
tripura,2018,1,Recharge & bill payments,86819,14079439.57
tripura,2018,1,Peer-to-peer payments,44844,112229995
