,State,Year,Quarter,District,Transaction_count,Transaction_amount,Transaction_type
356,Arunanchal Pradesh,2018,2,changlang district,6066,13294258.5,TOTAL
357,Arunanchal Pradesh,2018,2,pakke kessang district,48,58359.57139,TOTAL
358,Arunanchal Pradesh,2018,2,dibang valley district,68,65769.20367,TOTAL
359,Arunanchal Pradesh,2018,2,west kameng district,10466,25521321.34,TOTAL
360,Arunanchal Pradesh,2018,2,east siang district,6363,15285584.2,TOTAL
361,Arunanchal Pradesh,2018,2,upper subansiri district,1285,2911910.369,TOTAL
362,Arunanchal Pradesh,2018,2,east kameng district,522,1825297.462,TOTAL
363,Arunanchal Pradesh,2018,2,lohit district,6962,20520618.88,TOTAL
364,Arunanchal Pradesh,2018,2,lepa rada district,511,731444.7371,TOTAL
365,Arunanchal Pradesh,2018,2,tawang district,5447,13722374.81,TOTAL
366,Arunanchal Pradesh,2018,2,namsai district,3230,6271811.328,TOTAL
367,Arunanchal Pradesh,2018,3,lower dibang valley district,2824,6074558.207,TOTAL
368,Arunanchal Pradesh,2018,3,lower subansiri district,2346,5154231.737,TOTAL
369,Arunanchal Pradesh,2018,3,longding district,5288,18327334.05,TOTAL
370,Arunanchal Pradesh,2018,3,west siang district,3337,12966152.79,TOTAL
371,Arunanchal Pradesh,2018,3,kamle district,93,30504.94301,TOTAL
372,Arunanchal Pradesh,2018,3,upper siang district,250,743956.1056,TOTAL
373,Arunanchal Pradesh,2018,3,tirap district,3322,7479257.008,TOTAL
374,Arunanchal Pradesh,2018,3,papum pare district,43282,101080479.3,TOTAL
375,Arunanchal Pradesh,2018,3,kurung kumey district,255,303027.4066,TOTAL
376,Arunanchal Pradesh,2018,3,anjaw district,13,95403.67678,TOTAL
377,Arunanchal Pradesh,2018,3,siang district,615,2141734.5,TOTAL
378,Arunanchal Pradesh,2018,3,lower siang district,2625,3045590.882,TOTAL
379,Arunanchal Pradesh,2018,3,kra daadi district,436,1606758.408,TOTAL
380,Arunanchal Pradesh,2018,3,changlang district,10162,20494174.95,TOTAL
381,Arunanchal Pradesh,2018,3,pakke kessang district,165,305164.8171,TOTAL
382,Arunanchal Pradesh,2018,3,dibang valley district,29,196466.667,TOTAL
383,Arunanchal Pradesh,2018,3,west kameng district,17026,48528147.45,TOTAL
384,Arunanchal Pradesh,2018,3,east siang district,10539,24885270.77,TOTAL
385,Arunanchal Pradesh,2018,3,upper subansiri district,1601,4223297.614,TOTAL
386,Arunanchal Pradesh,2018,3,east kameng district,1029,3132863.591,TOTAL
387,Arunanchal Pradesh,2018,3,lohit district,11595,32702331.66,TOTAL
388,Arunanchal Pradesh,2018,3,lepa rada district,523,1777602.437,TOTAL
389,Arunanchal Pradesh,2018,3,tawang district,8715,25733824.99,TOTAL
390,Arunanchal Pradesh,2018,3,namsai district,5076,10698272.77,TOTAL
391,Arunanchal Pradesh,2018,4,lower dibang valley district,4227,10951332.39,TOTAL
392,Arunanchal Pradesh,2018,4,lower subansiri district,3735,8884930.591,TOTAL
393,Arunanchal Pradesh,2018,4,longding district,6581,22545311.85,TOTAL
394,Arunanchal Pradesh,2018,4,west siang district,3813,14013986.24,TOTAL
395,Arunanchal Pradesh,2018,4,kamle district,247,361497.0568,TOTAL
396,Arunanchal Pradesh,2018,4,upper siang district,1041,2157332.947,TOTAL
397,Arunanchal Pradesh,2018,4,tirap district,5725,10811742.67,TOTAL
398,Arunanchal Pradesh,2018,4,papum pare district,55224,154875448.2,TOTAL
399,Arunanchal Pradesh,2018,4,kurung kumey district,444,759686.7196,TOTAL
400,Arunanchal Pradesh,2018,4,anjaw district,273,495578.1994,TOTAL
401,Arunanchal Pradesh,2018,4,siang district,822,2176630.237,TOTAL
402,Arunanchal Pradesh,2018,4,lower siang district,2883,4533291.201,TOTAL
403,Arunanchal Pradesh,2018,4,kra daadi district,750,3254327.442,TOTAL
404,Arunanchal Pradesh,2018,4,changlang district,13950,32343047.41,TOTAL
405,Arunanchal Pradesh,2018,4,pakke kessang district,297,462143.519,TOTAL
406,Arunanchal Pradesh,2018,4,dibang valley district,40,97205.28809,TOTAL
407,Arunanchal Pradesh,2018,4,west kameng district,25439,89194886.84,TOTAL
408,Arunanchal Pradesh,2018,4,shi yomi district,61,42483.80153,TOTAL
409,Arunanchal Pradesh,2018,4,east siang district,12893,34272134.34,TOTAL
410,Arunanchal Pradesh,2018,4,upper subansiri district,2686,8771042.08,TOTAL
411,Arunanchal Pradesh,2018,4,east kameng district,1750,5936855.71,TOTAL
412,Arunanchal Pradesh,2018,4,lohit district,14268,40510521.95,TOTAL
413,Arunanchal Pradesh,2018,4,lepa rada district,932,3023578.189,TOTAL
414,Arunanchal Pradesh,2018,4,tawang district,11104,35921510.89,TOTAL
415,Arunanchal Pradesh,2018,4,namsai district,7244,17643523.29,TOTAL
416,Arunanchal Pradesh,2019,1,lower dibang valley district,6314,13738776.18,TOTAL
417,Arunanchal Pradesh,2019,1,lower subansiri district,4994,12615032.12,TOTAL
418,Arunanchal Pradesh,2019,1,longding district,7287,25349462.06,TOTAL
419,Arunanchal Pradesh,2019,1,west siang district,5921,19426751.3,TOTAL
420,Arunanchal Pradesh,2019,1,kamle district,391,725807.1059,TOTAL
421,Arunanchal Pradesh,2019,1,upper siang district,1154,2756678.308,TOTAL
422,Arunanchal Pradesh,2019,1,tirap district,6877,14075747.84,TOTAL
423,Arunanchal Pradesh,2019,1,papum pare district,70941,188556716.4,TOTAL
424,Arunanchal Pradesh,2019,1,kurung kumey district,740,2076644.122,TOTAL
425,Arunanchal Pradesh,2019,1,anjaw district,2116,4643030.796,TOTAL
426,Arunanchal Pradesh,2019,1,siang district,1282,2552682.037,TOTAL
427,Arunanchal Pradesh,2019,1,lower siang district,3565,6923301.928,TOTAL
428,Arunanchal Pradesh,2019,1,kra daadi district,1070,3797175.484,TOTAL
429,Arunanchal Pradesh,2019,1,changlang district,17589,40239141.67,TOTAL
430,Arunanchal Pradesh,2019,1,pakke kessang district,545,1682922.837,TOTAL
431,Arunanchal Pradesh,2019,1,dibang valley district,102,301591.3864,TOTAL
432,Arunanchal Pradesh,2019,1,west kameng district,34289,101333633.7,TOTAL
433,Arunanchal Pradesh,2019,1,shi yomi district,19,212989.6305,TOTAL
434,Arunanchal Pradesh,2019,1,east siang district,15621,39284373.05,TOTAL
435,Arunanchal Pradesh,2019,1,upper subansiri district,3880,14105451.85,TOTAL
436,Arunanchal Pradesh,2019,1,east kameng district,2688,9107597.731,TOTAL
437,Arunanchal Pradesh,2019,1,lohit district,15896,42834776.78,TOTAL
438,Arunanchal Pradesh,2019,1,lepa rada district,1523,4054526.309,TOTAL
439,Arunanchal Pradesh,2019,1,tawang district,13102,39489779.14,TOTAL
440,Arunanchal Pradesh,2019,1,namsai district,8600,20065516.62,TOTAL
441,Arunanchal Pradesh,2019,2,lower dibang valley district,5819,13737167.75,TOTAL
442,Arunanchal Pradesh,2019,2,lower subansiri district,5579,14746949.65,TOTAL
443,Arunanchal Pradesh,2019,2,longding district,6744,23464027.89,TOTAL
444,Arunanchal Pradesh,2019,2,west siang district,8041,24549832.98,TOTAL
445,Arunanchal Pradesh,2019,2,kamle district,414,1136776.696,TOTAL
446,Arunanchal Pradesh,2019,2,upper siang district,1079,3993676.33,TOTAL
447,Arunanchal Pradesh,2019,2,tirap district,6868,18633793.43,TOTAL
448,Arunanchal Pradesh,2019,2,papum pare district,86433,246640891.3,TOTAL
449,Arunanchal Pradesh,2019,2,kurung kumey district,1427,4036511.934,TOTAL
450,Arunanchal Pradesh,2019,2,anjaw district,2473,5220589.921,TOTAL
451,Arunanchal Pradesh,2019,2,siang district,1654,5373179.352,TOTAL
452,Arunanchal Pradesh,2019,2,lower siang district,3791,7075961.239,TOTAL
453,Arunanchal Pradesh,2019,2,kra daadi district,1447,4315353.219,TOTAL
454,Arunanchal Pradesh,2019,2,changlang district,18631,48891048.26,TOTAL
455,Arunanchal Pradesh,2019,2,pakke kessang district,687,1750138.059,TOTAL
456,Arunanchal Pradesh,2019,2,dibang valley district,98,214966.6162,TOTAL
457,Arunanchal Pradesh,2019,2,west kameng district,37430,122521180.8,TOTAL
458,Arunanchal Pradesh,2019,2,shi yomi district,13,65209.39364,TOTAL
459,Arunanchal Pradesh,2019,2,east siang district,16494,46549881.24,TOTAL
460,Arunanchal Pradesh,2019,2,upper subansiri district,4827,18395806.57,TOTAL
461,Arunanchal Pradesh,2019,2,east kameng district,2309,8996397.735,TOTAL
462,Arunanchal Pradesh,2019,2,lohit district,18693,48893746.83,TOTAL
463,Arunanchal Pradesh,2019,2,lepa rada district,2108,5045595.907,TOTAL
464,Arunanchal Pradesh,2019,2,tawang district,15960,55915834.59,TOTAL
465,Arunanchal Pradesh,2019,2,namsai district,9637,22491356.66,TOTAL
466,Arunanchal Pradesh,2019,3,lower dibang valley district,8405,15177864.64,TOTAL
467,Arunanchal Pradesh,2019,3,lower subansiri district,8828,21059967.5,TOTAL
468,Arunanchal Pradesh,2019,3,longding district,10269,26620415.02,TOTAL
469,Arunanchal Pradesh,2019,3,west siang district,11889,30014806.82,TOTAL
470,Arunanchal Pradesh,2019,3,kamle district,677,968784.5134,TOTAL
471,Arunanchal Pradesh,2019,3,upper siang district,1419,3927440.442,TOTAL
472,Arunanchal Pradesh,2019,3,tirap district,11249,21737827.19,TOTAL
473,Arunanchal Pradesh,2019,3,papum pare district,117940,301518075.7,TOTAL
474,Arunanchal Pradesh,2019,3,kurung kumey district,1579,3674797.099,TOTAL
475,Arunanchal Pradesh,2019,3,anjaw district,4230,9665384.075,TOTAL
476,Arunanchal Pradesh,2019,3,siang district,2640,6888800.899,TOTAL
477,Arunanchal Pradesh,2019,3,lower siang district,5348,9507511.569,TOTAL
478,Arunanchal Pradesh,2019,3,kra daadi district,2187,5520848.186,TOTAL
479,Arunanchal Pradesh,2019,3,changlang district,29218,58354823.44,TOTAL
480,Arunanchal Pradesh,2019,3,pakke kessang district,977,2145842.293,TOTAL
481,Arunanchal Pradesh,2019,3,dibang valley district,202,675909.9963,TOTAL
482,Arunanchal Pradesh,2019,3,west kameng district,53939,147186019.9,TOTAL
483,Arunanchal Pradesh,2019,3,shi yomi district,27,30367.75471,TOTAL
484,Arunanchal Pradesh,2019,3,east siang district,22611,58040119.96,TOTAL
485,Arunanchal Pradesh,2019,3,upper subansiri district,7803,22099628.49,TOTAL
486,Arunanchal Pradesh,2019,3,east kameng district,3814,10631335.87,TOTAL
487,Arunanchal Pradesh,2019,3,lohit district,24505,54539458.21,TOTAL
488,Arunanchal Pradesh,2019,3,lepa rada district,2928,4930337.942,TOTAL
489,Arunanchal Pradesh,2019,3,tawang district,24097,72221026.28,TOTAL
490,Arunanchal Pradesh,2019,3,namsai district,13453,25507641.02,TOTAL
491,Arunanchal Pradesh,2019,4,lower dibang valley district,10376,21103089.24,TOTAL
492,Arunanchal Pradesh,2019,4,lower subansiri district,11806,29634357.49,TOTAL
493,Arunanchal Pradesh,2019,4,longding district,11018,29245021.39,TOTAL
494,Arunanchal Pradesh,2019,4,west siang district,14581,39460255.47,TOTAL
495,Arunanchal Pradesh,2019,4,kamle district,999,1620922.328,TOTAL
496,Arunanchal Pradesh,2019,4,upper siang district,4165,12739585.64,TOTAL
497,Arunanchal Pradesh,2019,4,tirap district,16459,38467790.73,TOTAL
498,Arunanchal Pradesh,2019,4,papum pare district,143272,378838002.3,TOTAL
499,Arunanchal Pradesh,2019,4,kurung kumey district,1343,4526789.749,TOTAL
500,Arunanchal Pradesh,2019,4,anjaw district,5417,11887950.53,TOTAL
501,Arunanchal Pradesh,2019,4,siang district,4756,8833695.425,TOTAL
502,Arunanchal Pradesh,2019,4,lower siang district,6628,11985865.26,TOTAL
503,Arunanchal Pradesh,2019,4,kra daadi district,2830,7804936.328,TOTAL
504,Arunanchal Pradesh,2019,4,changlang district,33963,71874990.96,TOTAL
505,Arunanchal Pradesh,2019,4,pakke kessang district,1194,2287739.012,TOTAL
506,Arunanchal Pradesh,2019,4,dibang valley district,267,1240493.027,TOTAL
507,Arunanchal Pradesh,2019,4,west kameng district,66740,198205637.5,TOTAL
508,Arunanchal Pradesh,2019,4,shi yomi district,232,170772.7268,TOTAL
509,Arunanchal Pradesh,2019,4,east siang district,26605,72075285.44,TOTAL
510,Arunanchal Pradesh,2019,4,upper subansiri district,9285,28319761.87,TOTAL
511,Arunanchal Pradesh,2019,4,east kameng district,5646,19408662.75,TOTAL
512,Arunanchal Pradesh,2019,4,lohit district,29281,67502324.59,TOTAL
513,Arunanchal Pradesh,2019,4,lepa rada district,4245,8888753.876,TOTAL
514,Arunanchal Pradesh,2019,4,tawang district,30077,91949243.61,TOTAL
515,Arunanchal Pradesh,2019,4,namsai district,18290,32501252.24,TOTAL
516,Arunanchal Pradesh,2020,1,lower dibang valley district,14400,29552510.94,TOTAL
517,Arunanchal Pradesh,2020,1,lower subansiri district,15770,34273250.72,TOTAL
518,Arunanchal Pradesh,2020,1,longding district,13240,35267439.98,TOTAL
519,Arunanchal Pradesh,2020,1,west siang district,19728,47929440.73,TOTAL
520,Arunanchal Pradesh,2020,1,kamle district,1434,3418975.826,TOTAL
521,Arunanchal Pradesh,2020,1,upper siang district,7055,17820679.65,TOTAL
522,Arunanchal Pradesh,2020,1,tirap district,18369,40877851.79,TOTAL
523,Arunanchal Pradesh,2020,1,papum pare district,180373,457430754.2,TOTAL
524,Arunanchal Pradesh,2020,1,kurung kumey district,2294,5942677.062,TOTAL
525,Arunanchal Pradesh,2020,1,anjaw district,5025,12808735.86,TOTAL
526,Arunanchal Pradesh,2020,1,siang district,5136,11962344.14,TOTAL
527,Arunanchal Pradesh,2020,1,lower siang district,8047,15520255.4,TOTAL
528,Arunanchal Pradesh,2020,1,kra daadi district,3407,10045462.8,TOTAL
529,Arunanchal Pradesh,2020,1,changlang district,43858,93461363.59,TOTAL
530,Arunanchal Pradesh,2020,1,pakke kessang district,2044,3425821.316,TOTAL
531,Arunanchal Pradesh,2020,1,dibang valley district,397,878784.5955,TOTAL
532,Arunanchal Pradesh,2020,1,west kameng district,75363,198712422.2,TOTAL
533,Arunanchal Pradesh,2020,1,shi yomi district,117,566189.9937,TOTAL
534,Arunanchal Pradesh,2020,1,east siang district,33743,82011539.43,TOTAL
535,Arunanchal Pradesh,2020,1,upper subansiri district,12313,33686711.81,TOTAL
536,Arunanchal Pradesh,2020,1,east kameng district,7379,20456070.89,TOTAL
537,Arunanchal Pradesh,2020,1,lohit district,36985,83701268.27,TOTAL
538,Arunanchal Pradesh,2020,1,lepa rada district,5721,11137993.77,TOTAL
539,Arunanchal Pradesh,2020,1,tawang district,31865,84425193.42,TOTAL
540,Arunanchal Pradesh,2020,1,namsai district,23112,46444942.96,TOTAL
541,Arunanchal Pradesh,2020,2,lower dibang valley district,26234,42360072.53,TOTAL
542,Arunanchal Pradesh,2020,2,lower subansiri district,25703,46133123.52,TOTAL
543,Arunanchal Pradesh,2020,2,longding district,20664,54678022.5,TOTAL
544,Arunanchal Pradesh,2020,2,west siang district,32777,72790231.05,TOTAL
545,Arunanchal Pradesh,2020,2,kamle district,2397,4126243.078,TOTAL
546,Arunanchal Pradesh,2020,2,upper siang district,10899,28048492.11,TOTAL
547,Arunanchal Pradesh,2020,2,tirap district,28830,63497030.84,TOTAL
548,Arunanchal Pradesh,2020,2,papum pare district,221728,535085907.3,TOTAL
549,Arunanchal Pradesh,2020,2,kurung kumey district,3847,11359743.46,TOTAL
550,Arunanchal Pradesh,2020,2,anjaw district,7617,18795023.53,TOTAL
551,Arunanchal Pradesh,2020,2,siang district,9827,18585670.47,TOTAL
552,Arunanchal Pradesh,2020,2,lower siang district,13321,23571085.32,TOTAL
553,Arunanchal Pradesh,2020,2,kra daadi district,5264,15730996.23,TOTAL
554,Arunanchal Pradesh,2020,2,changlang district,69279,128572448,TOTAL
555,Arunanchal Pradesh,2020,2,pakke kessang district,3558,4635272.064,TOTAL
556,Arunanchal Pradesh,2020,2,dibang valley district,966,2559724.837,TOTAL
557,Arunanchal Pradesh,2020,2,west kameng district,95421,251395972.2,TOTAL
558,Arunanchal Pradesh,2020,2,shi yomi district,302,1222863.436,TOTAL
559,Arunanchal Pradesh,2020,2,east siang district,55680,112693868.8,TOTAL
560,Arunanchal Pradesh,2020,2,upper subansiri district,18056,43140688.97,TOTAL
561,Arunanchal Pradesh,2020,2,east kameng district,11791,40506284.27,TOTAL
562,Arunanchal Pradesh,2020,2,lohit district,56541,114730675.5,TOTAL
563,Arunanchal Pradesh,2020,2,lepa rada district,8601,16064862.37,TOTAL
564,Arunanchal Pradesh,2020,2,tawang district,44499,121561732.2,TOTAL
565,Arunanchal Pradesh,2020,2,namsai district,34972,54870798.31,TOTAL
566,Arunanchal Pradesh,2020,3,lower dibang valley district,27655,63469161.33,TOTAL
567,Arunanchal Pradesh,2020,3,lower subansiri district,26596,59707234.22,TOTAL
568,Arunanchal Pradesh,2020,3,longding district,21445,63273209.98,TOTAL
569,Arunanchal Pradesh,2020,3,west siang district,34295,92449732.96,TOTAL
570,Arunanchal Pradesh,2020,3,kamle district,2618,5300885.933,TOTAL
571,Arunanchal Pradesh,2020,3,upper siang district,12707,40210852.99,TOTAL
572,Arunanchal Pradesh,2020,3,tirap district,30046,81539831.53,TOTAL
573,Arunanchal Pradesh,2020,3,papum pare district,298350,859373863.7,TOTAL
574,Arunanchal Pradesh,2020,3,kurung kumey district,4391,13864822.73,TOTAL
575,Arunanchal Pradesh,2020,3,anjaw district,9751,31524690.46,TOTAL
576,Arunanchal Pradesh,2020,3,siang district,10489,21236201.53,TOTAL
577,Arunanchal Pradesh,2020,3,lower siang district,12456,28754627.35,TOTAL
578,Arunanchal Pradesh,2020,3,kra daadi district,5676,16181045.61,TOTAL
579,Arunanchal Pradesh,2020,3,changlang district,73842,159158438.9,TOTAL
580,Arunanchal Pradesh,2020,3,pakke kessang district,3469,6301715.335,TOTAL
581,Arunanchal Pradesh,2020,3,dibang valley district,899,3061207.293,TOTAL
582,Arunanchal Pradesh,2020,3,west kameng district,111029,332812237.8,TOTAL
583,Arunanchal Pradesh,2020,3,shi yomi district,521,3410288.131,TOTAL
584,Arunanchal Pradesh,2020,3,east siang district,69710,176323789.9,TOTAL
585,Arunanchal Pradesh,2020,3,upper subansiri district,24387,70811197.58,TOTAL
586,Arunanchal Pradesh,2020,3,east kameng district,13421,43881134.37,TOTAL
587,Arunanchal Pradesh,2020,3,lohit district,65889,156523653.2,TOTAL
588,Arunanchal Pradesh,2020,3,lepa rada district,10150,22146313.37,TOTAL
589,Arunanchal Pradesh,2020,3,tawang district,56016,182137862.7,TOTAL
590,Arunanchal Pradesh,2020,3,namsai district,37019,76484566.53,TOTAL
591,Arunanchal Pradesh,2020,4,lower dibang valley district,33455,81929299.57,TOTAL
592,Arunanchal Pradesh,2020,4,lower subansiri district,31411,97681186.9,TOTAL
593,Arunanchal Pradesh,2020,4,longding district,26089,74890543.92,TOTAL
594,Arunanchal Pradesh,2020,4,west siang district,45207,125118193,TOTAL
595,Arunanchal Pradesh,2020,4,kamle district,3611,10000596.41,TOTAL
596,Arunanchal Pradesh,2020,4,upper siang district,19943,78146755.89,TOTAL
597,Arunanchal Pradesh,2020,4,tirap district,36124,104709589.7,TOTAL
598,Arunanchal Pradesh,2020,4,papum pare district,390528,1205917754,TOTAL
599,Arunanchal Pradesh,2020,4,kurung kumey district,4581,17134470.44,TOTAL
600,Arunanchal Pradesh,2020,4,anjaw district,17228,49318880.52,TOTAL
601,Arunanchal Pradesh,2020,4,siang district,12962,32619173.24,TOTAL
602,Arunanchal Pradesh,2020,4,lower siang district,14782,33891568.65,TOTAL
603,Arunanchal Pradesh,2020,4,kra daadi district,7619,30458774.81,TOTAL
604,Arunanchal Pradesh,2020,4,changlang district,84852,204367875.1,TOTAL
605,Arunanchal Pradesh,2020,4,pakke kessang district,3064,7503555.504,TOTAL
606,Arunanchal Pradesh,2020,4,dibang valley district,1705,6749773.196,TOTAL
607,Arunanchal Pradesh,2020,4,west kameng district,129575,390436113.7,TOTAL
608,Arunanchal Pradesh,2020,4,shi yomi district,1103,6627025.636,TOTAL
609,Arunanchal Pradesh,2020,4,east siang district,88632,250515095.2,TOTAL
610,Arunanchal Pradesh,2020,4,upper subansiri district,31426,109405900.8,TOTAL
611,Arunanchal Pradesh,2020,4,east kameng district,16340,64104581.34,TOTAL
